,accuracy,formatted_address,google_place_id,input_string,latitude,longitude,number_of_results,postcode,status,type
533,GEOMETRIC_CENTER,"DC Residensi, Jalan Damanlela, Pusat Bandar Damansara, 50490 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJvSU0DapJzDERoph2Ta-BWSY,DC RESIDENCY @ DAMANSARA CITY ,3.1474284,101.6607079,1,50490,OK,"establishment,point_of_interest"
534,GEOMETRIC_CENTER,"Taman Salak Selatan, 58200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJm0n5zAtLzDERRYCqNq9SI9A,MAH SING'S TAMAN SALAK SELATAN PROJECT,3.0799323,101.6926167,2,58200,OK,"establishment,general_contractor,point_of_interest"
535,GEOMETRIC_CENTER,"Jalan Taman U Thant 4, Taman U Thant, 55000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJX7B5Lck3zDERBLZFLCfkH7A,High-End Condos near KLCC,3.1579879,101.7241775,1,55000,OK,"establishment,point_of_interest"
536,GEOMETRIC_CENTER,"Lorong Kuda, Kuala Lumpur, 50450 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJB_O92s03zDERa72ZWd44rGA,KLCC Condo The Avare Vs The Oval,3.1556036,101.7203766,1,50450,OK,"establishment,point_of_interest"
537,ROOFTOP,"Taman Tasik Metropolitan Kepong, 5, Jalan Rimbunan Melati, Kepong Metropolitan Lake-garden, 52100 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",ChIJu5AL0FlGzDERTml16cqmnV0,LIBERTY TRIANGLE'S TAMAN METROPOLITAN KEPONG,3.2268403,101.649057,1,52100,OK,"establishment,park,point_of_interest,tourist_attraction"
538,GEOMETRIC_CENTER,"Jalan PJU 1A/20, Ara Damansara, 47301 Petaling Jaya, Selangor, Malaysia",ChIJoSGTV49OzDERTCatBPvkeEo,VERDE @ ARA DAMANSARA ,3.1230482,101.5767122,1,47301,OK,"establishment,point_of_interest"
539,,,,Top 5 Tips for Newbie in Property Business,,,0,,ZERO_RESULTS,
540,APPROXIMATE,"Bandar Rimbayu, 41200, Selangor, Malaysia",ChIJh1CwReuxzTER4bKkAXvzuDU,BANDAR RIMBAYU | CHIMES | PERRENIA | PERIWINKLE,2.9410913,101.5466887,1,41200,OK,"political,sublocality,sublocality_level_1"
541,GEOMETRIC_CENTER,"H-03-01, Menara PHB (Menara H) No.8, Jalan Damansara PJU 8, Empire City, 47820 Petaling Jaya, Selangor, Malaysia",ChIJtbMbU8tIzDERJXAjyEJrH0E,EXSIM in Empire City 1,3.1677889,101.6147695,1,47820,OK,"establishment,point_of_interest,shopping_mall"
542,APPROXIMATE,"Johor, Malaysia",ChIJn9vtiTLMxDERtK0Mv5sya3s,Johor unsold houses,1.4853682,103.7618154,1,,OK,"administrative_area_level_1,political"
543,GEOMETRIC_CENTER,"Taman Impian Indah, 43300 Seri Kembangan, Selangor, Malaysia",ChIJ9y7zt9fKzTER7T03Yr0Q8xo,Amerin @ Balakong,3.0250648,101.7508261,1,43300,OK,"establishment,point_of_interest,shopping_mall"
544,ROOFTOP,"4, Jalan Conlay, Kuala Lumpur, 50450 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJmQkIQC02zDERkVvZF93Fsh8,FAIRMONT HOTEL RESIDENCES KUALA LUMPUR CITY CENTRE,3.150524,101.714459,1,50450,OK,"establishment,lodging,point_of_interest"
545,GEOMETRIC_CENTER,"Paradigm Mall No. 1, Jalan SS7/26A, Ss 7, 47301 Petaling Jaya, Selangor, Malaysia",ChIJiVrUs6i1zTERKmtba5tQg4U,PARADIGM PETALING JAYA | SAPPHIRE RESIDENCES ,3.105307,101.59612,1,47301,OK,"establishment,lodging,point_of_interest"
546,GEOMETRIC_CENTER,"KTM Seremban, Jalan Tuanku Antah, Bandar Seremban, 70300 Seremban, Negeri Sembilan, Malaysia",ChIJY3NTpIXdzTER26d7d_pHESY,Residensi Seremban Sentral - PR1MA,2.718379,101.939242,1,70300,OK,"establishment,point_of_interest"
547,,,,HOC Homes Ownership Campaign 2019,,,0,,ZERO_RESULTS,
548,ROOFTOP,"1, Jalan SS 7/26, Ss 7, 47301 Petaling Jaya, Selangor, Malaysia",ChIJSccccHZNzDERpaJDtj6oGio,PINNACLE KELANA JAYA ,3.1042776,101.5953692,1,47301,OK,"cafe,establishment,food,point_of_interest"
549,GEOMETRIC_CENTER,"Jalan Alam Sutera Utama, Alam Sutera, 57000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJOxo1xx9LzDERKz_dfkml7Y4,"DENAI SUTERA @ ALAM SUTERA, BUKIT JALIL ",3.0550824,101.6599684,2,57000,OK,"establishment,point_of_interest"
550,ROOFTOP,"The Mews KLCC, 19, Jalan Yap Kwan Seng, Kampung Baru, 50350 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJE-XEa9o3zDERFJOqbf3aDb8,THE MEWS SERVICED RESIDENCES @ KLCC,3.1620269,101.7142541,1,50350,OK,"establishment,lodging,point_of_interest"
551,ROOFTOP,"No. 6A, Jalan PJU 1a/3, Ara Damansara, 47301 Petaling Jaya, Selangor, Malaysia",ChIJwcMar6i1zTERXx_ZFEhj5EU,ARA GREENS RESIDENCES | ARA GREENS VILLAGE,3.1207338,101.578088,1,47301,OK,"establishment,point_of_interest,real_estate_agency"
552,ROOFTOP,"3109, Jalan Riang, Taman Gembira, 58200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJzRhw1VpLzDERWzZAKMpsygM,Selesa Apartment @ Taman Gembira,3.0838517,101.6895437,1,58200,OK,"establishment,point_of_interest"
553,,,,320 DEVELOPERS PLANS MORE 2018-2019 LAUNCHES,,,0,,ZERO_RESULTS,
554,ROOFTOP,"Plaza Pantai, 5, Jalan 4/93a, Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJJZo0xYZJzDERIyf3dETMA1Q,UOA'S PLAZA PANTAI SERVICED APARTMENTS,3.1154258,101.6677846,1,,OK,premise
555,,,,Dual key condo TNB problem,,,0,,ZERO_RESULTS,
556,,,,Waterproof warranty period on high rise,,,0,,ZERO_RESULTS,
557,APPROXIMATE,"Koi Tropika, Taman Perindustrian Pusat Bandar Puchong, 47100 Puchong, Selangor, Malaysia",ChIJmyNSdGKzzTERhjONRmbtHgk,"Koi Tropika, Puchong",3.0084247,101.6155793,1,47100,OK,"neighborhood,political"
558,GEOMETRIC_CENTER,"Jalan Seroja 7, Taman Seroja, 43900 Sepang, Selangor, Malaysia",ChIJ-UaMGQ3HzTERo8ojINc6qng,SEROJA HILLS @ BANDAR BARU SALAK TINGGI,2.829347,101.7313546,1,43900,OK,"establishment,point_of_interest"
559,APPROXIMATE,"Brickfields, Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",ChIJ1-S_HOtJzDERrm3SU8lx3Yc,SENI LAND'S BRICKFIELDS PROJECTS,3.129225,101.6861389,1,,OK,"political,sublocality,sublocality_level_1"
560,,,,The Resident By OCR,,,0,,ZERO_RESULTS,
561,,,,Looking for newly launched properties,,,0,,ZERO_RESULTS,
562,ROOFTOP,"C-21, Jalan Medan Selayang 1, Medan Selayang, 68100 Batu Caves, Selangor, Malaysia",ChIJT4Ax0CJIzDER7GhCHXflLM8,HUA YANG'S BATU CAVES NEW PROJECT,3.2320385,101.6748492,1,68100,OK,"establishment,general_contractor,point_of_interest"
563,APPROXIMATE,"Happy Garden, 58200 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",ChIJ7XWPL2hKzDERQOy0q5LnVro,UOA MIXED DEVELOPMENT HAPPY GARDEN & SRI PETALING,3.084682,101.684641,1,58200,OK,"political,sublocality,sublocality_level_1"
564,APPROXIMATE,"Kelana Jaya, SS7, Petaling Jaya, Selangor, Malaysia",ChIJY_wMfBhMzDER3pD4Z7cWjc4,CITYZEN @ KELANA JAYA,3.103959,101.5970884,1,,OK,"neighborhood,political"
565,,,,Cukai Taksiran Name Change,,,0,,ZERO_RESULTS,
566,,,,Western Digital ready to sell PJ site,,,0,,ZERO_RESULTS,
567,GEOMETRIC_CENTER,"Persiaran Utara, D'island, 47130 Puchong, Selangor, Malaysia",ChIJS7yVqH6zzTERk6dkw1lDRTg,"SKYVILLA @ D' ISLAND RESIDENCE, PUCHONG",2.9599539,101.6052702,1,47130,OK,"establishment,lodging,point_of_interest"
568,ROOFTOP,"9435 Green Park Gardens Dr # B, St. Louis, MO 63123, USA",ChIJPxTrWlTI2IcRkOYaJ7qVqzo,Greenpark condominium,38.5233468,-90.3350656,1,63123,OK,"establishment,point_of_interest"
569,GEOMETRIC_CENTER,"Jalan Yap Kwan Seng, Kuala Lumpur City Centre, 50450 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJM5h9MmlKzDER0oNC-YD1zpQ,SCARLETZ SUITES 2 @ KLCC,3.1632576,101.7135798,1,50450,OK,"establishment,lodging,point_of_interest"
570,ROOFTOP,"Hemmon House, 1, Jalan Inai, Imbi, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJZ9Hs3y02zDERqbrE83hyv8A,HEMMON HOUSE KUALA LUMPUR,3.1465638,101.7162624,1,55100,OK,"establishment,lodging,point_of_interest"
571,GEOMETRIC_CENTER,"G-3-12, Subang Parkhomes, Ss 19, 47500 Subang Jaya, Selangor, Malaysia",ChIJ5ck7QVpMzDERkacKkaXtq94,Subang Parkhomes by Titijaya,3.0774588,101.5717655,1,47500,OK,"establishment,point_of_interest"
572,ROOFTOP,"1, Jalan Residen Utama, Desa Parkcity, 52200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJ87BO5a5IzDERrg68xDaC5ro,THE WESTSIDE ONE & TWO ,3.1850423,101.623342,1,52200,OK,"establishment,point_of_interest"
573,APPROXIMATE,"Sunway Alam Suria, 40150 Shah Alam, Selangor, Malaysia",ChIJ3X8io7tRzDERux2ql2QRd_8,Alam Suria,3.136566,101.4965212,1,40150,OK,"political,sublocality,sublocality_level_1"
574,GEOMETRIC_CENTER,"Unnamed Road, I-City, 40000 Shah Alam, Selangor, Malaysia",ChIJp44EVYtTzDERIjTSnpdkij4,Liberty Tower @ ICity,3.064535,101.4818756,1,40000,OK,"establishment,lodging,point_of_interest"
575,,,,How much to build a double storey house OWN LAND,,,0,,ZERO_RESULTS,
576,GEOMETRIC_CENTER,"Jalan SS 16/1, Ss 16, 47500 Subang Jaya, Selangor, Malaysia",ChIJqY39i1BMzDERPTrAMKfmjx8,ISOLA SUBANG JAYA ,3.0813384,101.5817038,1,47500,OK,"establishment,point_of_interest"
577,ROOFTOP,"12, Lorong Mahir 1, Taman Connaught, 56000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJVVVVVRU2zDER_zhXh6FR_qI,Connaught Avenue,3.0787792,101.7418898,1,56000,OK,"establishment,point_of_interest"
578,APPROXIMATE,"Usj 1, Subang Jaya, Selangor, Malaysia",ChIJnRqfrJRMzDERI2zksvDtYxI,SUNWAY USJ 1 SUBANG JAYA,3.0586337,101.5938428,1,,OK,"political,sublocality,sublocality_level_1"
579,ROOFTOP,"Jalan Dewan Sultan Sulaiman, Chow Kit, 50300 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJscGOWi9IzDERtqdxuxU_9xA,Infinitum - The Colony & The Luxe,3.1607737,101.7003644,1,50300,OK,"establishment,premise"
580,ROOFTOP,"No.13A, Jalan PJU 5/1, Pju 5 Kota Damansara, 47810 Petaling Jaya, Selangor, Malaysia",ChIJBWGfbt9OzDERSkMGa4Z5jtI,CASCADES RESIDENCY KOTA DAMANSARA ,3.1553343,101.5971601,1,47810,OK,"establishment,point_of_interest"
581,GEOMETRIC_CENTER,"Persiaran Dutamas, Dutamas, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJNXGj-mJIzDERoYO0nKVeXaI,ICON RESIDENCE MONT' KIARA ,3.1794001,101.6636494,1,50480,OK,"establishment,point_of_interest"
582,APPROXIMATE,"Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",ChIJ5-rvAcdJzDERfSgcL1uO2fQ,Seeking condominiums for Rent in KL,3.139003,101.686855,1,,OK,"locality,political"
583,GEOMETRIC_CENTER,"Kampung Bersatu, 47100 Puchong, Selangor, Malaysia",ChIJf0pRRJqzzTER19pNBK6UxY0,PUCHONG HORIZON | AVIARY RESIDENCE,3.019899,101.6009835,1,47100,OK,"establishment,general_contractor,point_of_interest"
584,,,,How to choose Good Property to Invest,,,0,,ZERO_RESULTS,
585,GEOMETRIC_CENTER,"Vila Vista, Jalan Selar 4, Taman Pertama, 56100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJiVc_WnU2zDERj4tBoD3JWDs,Vista Villa @ Cheras Taman Pertama,3.1141491,101.7300319,1,56100,OK,"establishment,point_of_interest"
586,,,,BANDAR MALAYSIA URBAN DEVELOPMENTS,,,0,,ZERO_RESULTS,
587,APPROXIMATE,"Klang Valley, Malaysia",ChIJ6UWrb5VMzDERrCvhffY-Tag,Landed property in Klang Valley,2.6817337,101.6612934,1,,OK,"colloquial_area,political"
588,,,,Duration given to build a factory for rented land,,,0,,ZERO_RESULTS,
589,,,,Terminate early tenancy agreement,,,0,,ZERO_RESULTS,
590,,,,Tips needed for investment newbie,,,0,,ZERO_RESULTS,
591,APPROXIMATE,"Bandar Baru Sentul, 51000 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",ChIJnYcNBQVIzDERZ9AzpZx-Z4U,SKYCITY INTEGRATED TOWNSHIP @ BANDAR BARU SENTUL,3.182944,101.6976809,1,51000,OK,"political,sublocality,sublocality_level_1"
592,GEOMETRIC_CENTER,"19-07 Residensi Dorsett Bukit Bintang, Jalan Imbi, Bukit Bintang, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJg25trMc3zDERQOD3h-BH7U4,DORSETT RESIDENCES BUKIT BINTANG,3.1473459,101.7157976,2,55100,OK,"establishment,lodging,point_of_interest"
593,ROOFTOP,"K-1, Pusat Perdagangan, Jalan Bukit Jalil, Bukit Jalil, 57000 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",ChIJ0QqIZPZLzDERRjBWeJS18PU,AURORA DUO RESIDENCES @ BUKIT JALIL CITY,3.0531936,101.671485,2,57000,OK,"establishment,point_of_interest"
594,GEOMETRIC_CENTER,"Ground Floor, Lengkok BSC 2/4, Presint 2, Bandar Seri Coalfields, 47000 Sungai Buloh, Selangor, Malaysia",ChIJAwr1_wtbzDER2Nrl-tx3De4,"WTS Senna 1, Bandar Seri Coalfields,Sungai Buloh",3.2408735,101.4799278,1,47000,OK,"establishment,point_of_interest"
595,GEOMETRIC_CENTER,"Taman Impian Putra, 43000 Kajang, Selangor, Malaysia",ChIJAbePP9LJzTERShTuinTSs3k,Vesta View - Bandar Sri Putra,2.8910927,101.7816686,1,43000,OK,"establishment,point_of_interest"
596,ROOFTOP,"2625 E 11th St, Tulsa, OK 74104, USA",ChIJ9V0R3-_stocRGiAhMPfusGc,Star Avenue,36.148081,-95.95269520000001,1,74104,OK,"bar,establishment,night_club,point_of_interest,store"
597,GEOMETRIC_CENTER,"Cyberjaya, 47100 Cyberjaya, Selangor, Malaysia",ChIJNxHxKXW3zTERGYbPmcyzUFM,CYBERJAYA CITY CENTRE,2.934802,101.6619511,1,47100,OK,"establishment,point_of_interest"
598,ROOFTOP,"Skyz Residence, Bandar Puchong Jaya, 47100 Puchong, Selangor, Malaysia",ChIJQ_1Jh0RLzDERPVRcCFdQ1MI,SKYZ RESIDENCE @ BANDAR PUCHONG JAYA,3.048145,101.6306656,1,47100,OK,premise
599,,,,Modify apartment mailbox with number lock for airb,,,0,,ZERO_RESULTS,
600,APPROXIMATE,"Taman Desa, 58100 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",ChIJXePEERhKzDERIQcqki7lnaQ,STECMAL'S TAMAN DESA PROJECT,3.102996,101.684501,1,58100,OK,"political,sublocality,sublocality_level_1"
601,APPROXIMATE,"Bandar Kinrara, 47180 Puchong, Selangor, Malaysia",ChIJUVMv2zxLzDERWRTaO72rXbY,"Bandar Kinrara 2,4,5",3.050629,101.649001,10,47180,OK,"political,sublocality,sublocality_level_1"
602,GEOMETRIC_CENTER,"Jalan Kuching, 68100 Batu Caves, Selangor, Malaysia",ChIJg0V9ecVGzDERjihS54J8BqA,"PARAGON @ KL NORTHGATE, SELAYANG",3.2599959,101.6474196,1,68100,OK,"establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket"
603,GEOMETRIC_CENTER,"No. 1 & 3, Bangunan TCS, Jalan SP 1/1, Bandar Saujana Putra, 42610 Bandar Saujana Putra, Selangor, Malaysia",ChIJx5ROA3yxzTERfAJc1zyrm6M,TCS Arcadia,2.9520255,101.57628,2,42610,OK,"establishment,general_contractor,point_of_interest"
604,ROOFTOP,"3, Jalan Yaacob Latif, Bandar Tun Razak, 56000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJUUZQNWlJzDERhebwf2t4ctg,"LIDO RESIDENCY, JALAN LOKE YEW ",3.109873,101.7276453,1,56000,OK,"establishment,point_of_interest"
605,GEOMETRIC_CENTER,"Kampung Kebun Bunga, 40300 Shah Alam, Selangor, Malaysia",ChIJDTRzjA5NzDERb8M4-ucRhDI,Alam Prima Apartment,3.0686816,101.5524223,1,40300,OK,"establishment,point_of_interest"
606,GEOMETRIC_CENTER,"1, Jalan Kerinchi, Kampung Kerinchi, Bangsar South, 59200 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",ChIJP6zrgaRJzDERxSM50W6QXgs,KL GATEWAY SUITES,3.1139735,101.6639504,2,59200,OK,"establishment,lodging,point_of_interest"
607,GEOMETRIC_CENTER,"Jalan Teknokrat 7, Cyber 5, 63000 Cyberjaya, Selangor, Malaysia",ChIJI0tKcgy3zTERh8GkyLNdHf8,Rm250k condo in Cyberjaya,2.9189204,101.6577781,1,63000,OK,"establishment,lodging,point_of_interest"
608,GEOMETRIC_CENTER,"Fifth Floor, Wisma Mah Seng, Jalan Sg. Besi, Kuala Lumpur, 57100, Kuala Lumpur, WP Kuala Lumpur, Pudu, 57100 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",ChIJ8wSVSxw2zDERnaDTHhApXTc,MAH SING'S TITIWANGSA KL PROJECT,3.1248842,101.7095781,1,57100,OK,"establishment,general_contractor,point_of_interest"
609,,,,HELP to give advice,,,0,,ZERO_RESULTS,
610,GEOMETRIC_CENTER,"Jalan PSK 3, Taman Bukit Serdang, 43300 Seri Kembangan, Selangor, Malaysia",ChIJx5s9hl21zTER_b5Kf9clUjM,SK ONE RESIDENCE @ SERI KEMBANGAN ,3.0136558,101.6994319,1,43300,OK,"establishment,point_of_interest"
611,APPROXIMATE,"Taman Anggerik Villa, 43500 Semenyih, Selangor, Malaysia",ChIJ7xjpYT_MzTERmdB3wU67ZCU,Anggerik Villa,2.973198,101.8247479,1,43500,OK,"political,sublocality,sublocality_level_1"
612,,,,Disadvantages of buying serviced residence,,,0,,ZERO_RESULTS,
613,,,,high rental yield property,,,0,,ZERO_RESULTS,
614,GEOMETRIC_CENTER,"241, Suria KLCC, Kuala Lumpur City Centre, 50088 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJH5xmLdE3zDERKa4a_IywVck,KLCC vs KL Sentral,3.1580207,101.7116671,1,50088,OK,"establishment,point_of_interest,shopping_mall"
615,GEOMETRIC_CENTER,"Kuala Lumpur Int'l Airport (KUL), 64000 Sepang, Selangor, Malaysia",ChIJERKi1IC_zTERC_q1Z7t4J5g,AEROFRONT CITY @ KLIA,2.7423553,101.7062448,1,64000,OK,"airport,establishment,point_of_interest"
616,,,,China Chinese Developers coming in,,,0,,ZERO_RESULTS,
617,GEOMETRIC_CENTER,"43000 Kajang, Selangor, Malaysia",ChIJHZregpPNzTERkIbvPh-R6OM,SEMANJA KEMUNING,3.000896,101.8200502,1,43000,OK,"establishment,point_of_interest"
618,,,,Property crowdfunding,,,0,,ZERO_RESULTS,
619,APPROXIMATE,"Telok Panglima Garang, Selangor, Malaysia",ChIJP2B0rwSvzTERq6DgGSQnfmM,Telok panglima garang,2.909686,101.468448,1,,OK,"locality,political"
620,ROOFTOP,"2730, Persiaran Pusat Bandar, Bandar Baru Nilai, 71800 Nilai, Negeri Sembilan, Malaysia",ChIJb8hlfTrHzTERJXz0iAAI6aU,Youth City Nilai,2.8362581,101.8056427,1,71800,OK,"establishment,lodging,point_of_interest"
621,ROOFTOP,"1, Jalan Sinar Sentul, Sentul, 51100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJlaj87LZJzDERkjLVZL2yWDc,"MI NEST RESIDENCE @ OFF JALAN SENTUL, KL",3.1895627,101.6908629,2,51100,OK,"establishment,point_of_interest"
622,GEOMETRIC_CENTER,"Jalan Putra, Chow Kit, 50350 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJEx9TjDxIzDERNs8rSwAb9Ko,Tan Chong Jalan Putra mixed development,3.1670965,101.693702,1,50350,OK,route
623,,,,Property within Walking distance to MRT Line 1,,,0,,ZERO_RESULTS,
624,APPROXIMATE,"Dutamas, Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",ChIJmfLNBmJIzDER_zdDBTKDhkk,ROYAL GARDEN @ DUTAMAS,3.178031,101.6609507,1,,OK,"political,sublocality,sublocality_level_1"
625,ROOFTOP,"5, Jalan Residen Utama, Desa Parkcity, 52200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJwcMar6i1zTER2-bBVfbPrfU,"WESTSIDE III, DESA PARKCITY ",3.1842573,101.6243692,1,52200,OK,"establishment,point_of_interest"
626,GEOMETRIC_CENTER,"Cyberjaya, 47100 Cyberjaya, Selangor, Malaysia",ChIJ97kJbSy0zTERmokJW9ObZjE,Vision Residence Cyberjaya ,2.9607631,101.65671,1,47100,OK,"establishment,point_of_interest"
627,APPROXIMATE,"Bandar Rimbayu, 41200, Selangor, Malaysia",ChIJh1CwReuxzTER4bKkAXvzuDU,Rumah Selangorku @ Bandar Rimbayu,2.9410913,101.5466887,1,41200,OK,"political,sublocality,sublocality_level_1"
628,,,,Buying property below 100k,,,0,,ZERO_RESULTS,
629,,,,low cost house,,,0,,ZERO_RESULTS,
630,APPROXIMATE,"Seksyen 14, 40000 Shah Alam, Selangor, Malaysia",ChIJG2XP-X1SzDERM_BynQBygUY,"THE MATRIX @ SECTION 14, SHAH ALAM",3.074945,101.5184498,1,40000,OK,"political,sublocality,sublocality_level_1"
631,,,,Airbnb 3 rooms 1 bath,,,0,,ZERO_RESULTS,
632,ROOFTOP,"7604 Denton Hwy #208, Watauga, TX 76148, USA",ChIJl_7p1PbXTYYR1rBzgMBe1CM,Vision City,32.882568,-97.26000599999999,1,76148,OK,"establishment,health,point_of_interest,store"
633,GEOMETRIC_CENTER,"Kompleks Kerajaan, 50480 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",ChIJ9xceaGZIzDERm3avg80sS3U,Dutamas-KL Metropolis New Project,3.175139,101.6706133,1,50480,OK,"establishment,point_of_interest,real_estate_agency"
634,,,,LUSHWOODS TOWER & RESIDENCES @ OFF JALAN TUN RAZAK,,,0,,ZERO_RESULTS,
635,ROOFTOP,"4, Jalan PPU 3, Taman Perindustrian Puchong Utama, 47100 Puchong, Selangor, Malaysia",ChIJuUap6GKzzTERsBH8_2mYn80,DK PROPERTIES new project in Bandar Sri Damansara,3.0064597,101.6137515,1,47100,OK,"establishment,point_of_interest"
636,,,,Help some questionnaires,,,0,,ZERO_RESULTS,
637,GEOMETRIC_CENTER,"Jalan Stesen Sentral 2, Kuala Lumpur Sentral, 50470 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJG3xaVMFJzDERBuFEkZvGy54,Sentral Residences I & II @ Tmn Kajang Sentral,3.1366748,101.6897428,1,50470,OK,"establishment,point_of_interest"
638,APPROXIMATE,"Kepong, 52100 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",ChIJc3JwNGpGzDERY2k7mh1IIbA,UEM SUNRISE'S RM15 BILLION KEPONG PROJECT,3.213966,101.6355931,1,52100,OK,"political,sublocality,sublocality_level_1"
639,GEOMETRIC_CENTER,"Jalan Segambut, Segambut, 51200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJyZcS6HtIzDERKbkkQPjX_lo,ERA VS SAVIO DUTAMAS,3.1856396,101.6684712,1,51200,OK,"establishment,point_of_interest"
640,GEOMETRIC_CENTER,"Persiaran Dutamas, Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJYXrbTWJIzDERKQ3Oz0KyTUk,IDEAL PROPERTY'S PERSIARAN DUTAMAS PROJECT,3.176775,101.6637455,1,,OK,route
641,ROOFTOP,"160 FM1959, Houston, TX 77034, USA",ChIJezOC11mgQIYRYiFxL-p11gc,Container House,29.5994459,-95.1787686,1,77034,OK,"establishment,point_of_interest"
642,GEOMETRIC_CENTER,"Lot 73794, Sales Gallery, Persiaran Kajang 2, 2, Seksyen 1, 43000 Kajang, Selangor, Malaysia",ChIJR2m21_fLzTERFH855Lyu_wU,MKH CITY CENTRE | KAJANG 2 PHASE 3 | MERRIDIAN,2.9656848,101.7978684,1,43000,OK,"establishment,general_contractor,point_of_interest"
643,ROOFTOP,"Management Office, Block B, Level, 3, Jalan Cuepacs 3, Taman Koperasi Cuepacs, 43000 Kajang, Selangor, Malaysia",ChIJB3dOjfLLzTERcYuKASnQ1_c,7 Tree Seven Residen - Cheras,3.027986,101.7777927,1,43000,OK,"establishment,point_of_interest"
644,ROOFTOP,"Lot 1611, Jalan Dagang Sb, Taman Sungai Besi Indah, 43200 Seri Kembangan, Selangor, Malaysia",ChIJfRDrza_KzTERqgbFELeJUoM,"The Heritage, Mines, Seri Kembangan",3.0256722,101.7174299,2,43200,OK,"establishment,point_of_interest"
645,GEOMETRIC_CENTER,"Jalan Tropicana Selatan, Tropicana, 47800 Petaling Jaya, Selangor, Malaysia",ChIJR--NUL9OzDERqZ8zTtD50Z0,Bayu Puteri @ Tropicana,3.1320892,101.5983971,1,47800,OK,"establishment,point_of_interest"
646,GEOMETRIC_CENTER,"Jalan Kuching, Taman Sri Selayang, 68100 Batu Caves, Selangor, Malaysia",ChIJ1-FGeGtHzDERhIvbf2SXUtQ,"RITZ AVENUE @ JALAN KUCHING, SELAYANG",3.2378123,101.6704399,1,68100,OK,"establishment,general_contractor,point_of_interest"
647,ROOFTOP,"5, Persiaran Stonor, Kuala Lumpur, 50450 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJv4Q-A803zDER2SksUiC40xY,10 STONOR,3.1531124,101.7207346,1,50450,OK,"establishment,point_of_interest"
648,GEOMETRIC_CENTER,"43200 Cheras, Selangor, Malaysia",ChIJ88hR0lEzzDERnqWaUkDLijk,Camellia Residence @ Sungai Long,3.0394391,101.808793,1,43200,OK,"establishment,point_of_interest"
649,ROOFTOP,"Lot 59244, Jalan BP 7/15, Bandar Bukit Puchong, 47120 Puchong, Selangor, Malaysia",ChIJ5RnyqXC0zTERvEBVIZNOLCo,Puchong upcoming project,2.9866447,101.619122,1,47120,OK,"establishment,general_contractor,point_of_interest"
650,,,,Get good but cheap condo with less facilities,,,0,,ZERO_RESULTS,
