thread_name,username,post_content,posted_at
Elmina by Sime Darby v2,awie666,i oso just secured phase 2 20x80,"Sep 23 2016, 04:47 PM"
Elmina by Sime Darby v2,easywin3,Phase2 got 20x80 units ?,"Sep 23 2016, 04:51 PM"
Elmina by Sime Darby v2,TSjeghui,Should be 20x70.Is it loan reject unit also?,"Sep 23 2016, 04:58 PM"
Elmina by Sime Darby v2,klangvalleyrookie,Got.... That's the dual frontage units.,"Sep 23 2016, 05:01 PM"
Elmina by Sime Darby v2,dnp,how much??,"Sep 23 2016, 05:03 PM"
Elmina by Sime Darby v2,utellme,"Nowday Elmina new properties launching not so hot and demand is seem slow, I recall last timeabout 2 years back, on the launching ballot day people willing to pay additional RM50K just for different orientation in Phase II within the same day after they failed to get any unit in phase I.","Sep 23 2016, 05:25 PM"
Elmina by Sime Darby v2,redalert,Got...double frontage one...Phase 2 Type B 20x80 still got few units left....Phase 2 Type A 20x70 no more unit left unless loan reject etc...,"Sep 23 2016, 06:33 PM"
Elmina by Sime Darby v2,awie666,Still got about less than 4 unit i guess3 wks ago la20x70 still got corner unit if not mistaken,"Sep 24 2016, 03:00 PM"
Elmina by Sime Darby v2,elmond,"quite fast for elmina valley, saw someone share this.i guess it's taken from bukit subang apartmenthttps://flic.kr/p/L5VYSk","Sep 24 2016, 03:04 PM"
Elmina by Sime Darby v2,gheezz_86,Wow.. thats fasttt,"Sep 26 2016, 08:03 AM"
Elmina by Sime Darby v2,ryioz,Yeah...count me in for WhatsApp & FB Group.,"Sep 26 2016, 06:49 PM"
Elmina by Sime Darby v2,redalert,"nice...thanks for sharing...from the signboard, it shows EV Phase 2A and 2B....then this is consider fast...hehe","Sep 26 2016, 07:36 PM"
Elmina by Sime Darby v2,Nymphetamine666,1,"Oct 5 2016, 02:31 PM"
Elmina by Sime Darby v2,ykit_88,Is this only for Elmina Valley owners? Or the entire Elmina?,"Oct 5 2016, 02:51 PM"
Elmina by Sime Darby v2,swn525,https://forum.lowyat.net/index.php?act=ST&f...808402&st=3346#will it effect the house value drop?,"Oct 6 2016, 04:15 PM"
Elmina by Sime Darby v2,TSjeghui,Increase amenities means increase population means increase value.Its currently a dead city in elmina.,"Oct 6 2016, 04:17 PM"
Elmina by Sime Darby v2,easywin3,"Wondering how many phase2 buyers already got your stamping copy of SPA since launching in April 2016 ?Just informed by lawyer that ""we are attending to the amendment of title details in the SPA."" , what does this mean and the impact ? Any buyers aware ?If I didn't call lawyer, they will keep quiet only without sending docs to us.This is dangerous for buyers. Is there a list on what documents that buyers should receive ?","Oct 6 2016, 05:03 PM"
Elmina by Sime Darby v2,lemina,Just had a peek at EV2 yesterday,"Oct 6 2016, 05:46 PM"
Elmina by Sime Darby v2,silentkiller114,,"Oct 6 2016, 06:17 PM"
Elmina by Sime Darby v2,buggie,"Any news on the DASH highway? kejap on, kejap off...If on, any idea on the completion date?","Oct 6 2016, 06:20 PM"
Elmina by Sime Darby v2,ykit_88,http://www.theedgeproperty.com.my/content/...d-dash-projectsContract just awarded boss.Tak baca news ka?,"Oct 6 2016, 06:23 PM"
Elmina by Sime Darby v2,buggie,thanks for the info bro....where got time to baca news... busy cari duit to pay for the damn housing loan,"Oct 6 2016, 06:32 PM"
Elmina by Sime Darby v2,elmond,"semi-D is coming to elmina eastMBSA/OSC/CCC/SEK.U16/0222/2016 : CADANGAN MEMBINA 80 UNIT RUMAH BERKEMBAR 2 TINGKAT DAN 1 UNIT PENCAWANG ELEKTRIK DI NO.2, JALAN FREKUENSI U16/135 SERTA 5 UNIT WAKAF DI ATAS LOT DI ATAS SEBAHAGIAN LOT 360, FASA G6 ELMINA, SEKSYEN U16, 40160 SHAH ALAM, SELANGOR UNTUK oleh SIME DARBY ELMINA DEVELOPMENT SDN BHD di Majlis Bandaraya Shah Alam","Oct 6 2016, 08:08 PM"
Elmina by Sime Darby v2,ykit_88,What is the 5 unit WAKAF means?,"Oct 11 2016, 01:20 PM"
Elmina by Sime Darby v2,meonkutu11,"where is this Semi-D, in Elmina Garden?Anybody know when the completion of the Aralia?Thanks.","Oct 14 2016, 09:31 AM"
Elmina by Sime Darby v2,8sg9ft,Is this the Tiana phase for Elmina Gardens? Different concept of semi-D. Attached back-to-back instead of the conventional side-to-sidehttp://www.simedarbyproperty.com/tiana,"Oct 14 2016, 10:35 AM"
Elmina by Sime Darby v2,ykit_88,Yes Tiana.,"Oct 14 2016, 10:40 AM"
Elmina by Sime Darby v2,kochin,wow. very impressive.4k+ built up.nice.... very nice.,"Oct 14 2016, 10:43 AM"
Elmina by Sime Darby v2,8sg9ft,Beli lah satu kalau sukaActually I also like the design..but BU so huge the price should be more than 2M,"Oct 14 2016, 12:17 PM"
Elmina by Sime Darby v2,kochin,"i really like it.but knowing SD, it's beyond my reach lor.look at their AD. until now also nobody staying in their pilmoor. so bloody expensive.","Oct 20 2016, 04:30 PM"
Elmina by Sime Darby v2,klangvalleyrookie,Tiana looks awesome..... Looks like a bungalow from the front.,"Oct 26 2016, 12:36 PM"
Elmina by Sime Darby v2,8sg9ft,"Ya lor..I pass by there many times and still see a few units there with ""for sale"" banners up until now. Aiyoo, what a waste..","Oct 26 2016, 12:52 PM"
Elmina by Sime Darby v2,TSjeghui,Like gazebo,"Oct 26 2016, 03:35 PM"
Elmina by Sime Darby v2,Nymphetamine666,[QUOTE]Plus Highway R&R got wakaf. Like that lor,"Oct 27 2016, 08:17 PM"
Elmina by Sime Darby v2,ykit_88,Haha thanks guys,"Oct 27 2016, 09:00 PM"
Elmina by Sime Darby v2,BEANCOUNTER,like the wide frontage of 90x50.......apparently only sime doing this kind of configuration.....wonder why???Seri Primoor bungalows....drool drool drool...if only they are 2 storey...,"Oct 28 2016, 11:46 AM"
Elmina by Sime Darby v2,urb7,When is Tiana launching ? Or launched ?,"Oct 28 2016, 02:14 PM"
Elmina by Sime Darby v2,kochin,surprise surprise!!cheapest unit is less than rm2mil!!,"Oct 28 2016, 02:59 PM"
Elmina by Sime Darby v2,angeling79,so how much will that be?,"Oct 28 2016, 03:53 PM"
Elmina by Sime Darby v2,8sg9ft,Hahah well it's close to the mark though. And I kuli only. Can only admire such homes but not purchase it,"Oct 28 2016, 04:56 PM"
Elmina by Sime Darby v2,elmond,"EV4 is coming, Presenting 278 22’ x 74’ distinguished 2-storey linkhttp://www.simedarbyproperty.com/elminavalleyphase4","Oct 28 2016, 05:04 PM"
Elmina by Sime Darby v2,lemina,Wow. That's fast. EV3 sold out already?Where's EV4 located btw?,"Oct 28 2016, 05:10 PM"
Elmina by Sime Darby v2,elmond,"next elmina gardens G3Bthen surprise is elmina green, SD just update the masterplan with phase number","Oct 28 2016, 05:21 PM"
Elmina by Sime Darby v2,elmond,SD update the masterplan EV4 & EV5 was mention,"Oct 28 2016, 05:25 PM"
Elmina by Sime Darby v2,JasonTan0120,looks like elmina green gonna have access road from guthrie to eco grandeur,"Nov 10 2016, 02:51 PM"
Elmina by Sime Darby v2,silentsunami,elmina city centre is high rise office tower?,"Nov 13 2016, 12:58 PM"
Elmina by Sime Darby v2,Victor3010,"Elmina Garden ring road is pretty narrow, only one lane each direction","Nov 15 2016, 09:17 PM"
Elmina by Sime Darby v2,elmond,"elmina green no direct GCE access, it's either paya jaras interchange, elmina interchange or bukit subang interchangei read a report mention direct access will only be reviewed when GCE concession expired.","Nov 16 2016, 02:45 PM"
Elmina by Sime Darby v2,Victor3010,elmina interchange is more than sufficient,"Nov 16 2016, 02:57 PM"
Elmina by Sime Darby v2,silentsunami,"wait GCE concession expired will be a long time, probably 20-30 years more","Nov 16 2016, 03:38 PM"
Elmina by Sime Darby v2,Nymphetamine666,Any info on indicative starting price for ev4?,"Nov 16 2016, 03:49 PM"
Elmina by Sime Darby v2,angeling79,when is EV4 launching?,"Nov 16 2016, 04:03 PM"
Elmina by Sime Darby v2,zerol410,No. 1 is the road to Paya Jaras InterchangeNo. 2 is the road to Saujana UtamaCorrect sifu?,"Nov 16 2016, 04:06 PM"
Elmina by Sime Darby v2,utellme,you only expect these road connection 6 or more years from now. look at Elmina Gardens after 3 years still no amenities development.,"Nov 16 2016, 04:15 PM"
Elmina by Sime Darby v2,utellme,"EV4 launching? Sure arh? Went to SDP pavilion last month, EV3 - type 24X75 still 40% left.","Nov 16 2016, 04:53 PM"
Elmina by Sime Darby v2,elmond,"correct, but number #1 not direct to paya jaras interchange, it's just connect jalan paip (same junction saujana utama to jalan kuala selangor)with these connection road, basically persiaran elmina no longer favor to saujana utama later.","Nov 16 2016, 04:55 PM"
Elmina by Sime Darby v2,easywin3,Apparently local demand market cannot easily absorb price above 800k.,"Nov 16 2016, 05:07 PM"
Elmina by Sime Darby v2,utellme,"You means pricing. Not really I reckon, look at Eco Ardence. Pavilion Home 32X75 - smaller with BU 2420SF for 1.38 mil - heard take up rate 80+%. I think the different is G&G and good amenities around.With the SD no longer major share holder in E&O. Not sure whether the Elmina City Center development still in the future plan.","Nov 16 2016, 05:36 PM"
Elmina by Sime Darby v2,zerol410,"Indeed, the patient will be given their reward without account. 39:10","Nov 16 2016, 06:24 PM"
Elmina by Sime Darby v2,Jasontee,"Hi, Any Aralia owner here get the key already? How is the quality for Aralia?","Nov 16 2016, 09:40 PM"
Elmina by Sime Darby v2,elmond,progressinghttps://www.google.com/maps/contrib/1048388...#33;3m1!1e1,"Nov 16 2016, 10:36 PM"
Elmina by Sime Darby v2,redalert,"Got email:It is our pleasure to introduce to you Elmina Valley Phase 4, which is inspired by the spirit of plantation life.With great pleasure, we cordially invite you to an exclusive preview of Elmina Valley Phase 4. Details of the event as follows:Date: Friday, 28 October 2016Time: 2.00 p.m. – 5.00 p.m.Venue: Elmina Pavilion, Persiaran Eserina, Elmina East, Sek U16, 40160 Shah Alam, SelangorTel: 03-7831 2253GPS: 3.186265, 101.523581Elmina Valley Phase 4 unveils the new 22’ x 75’ 2-storey link homes that are suited for multi-generational living. These homes are nestled in an expansive of green spaces and number of community parks with the following features:- Nearby multiple parks for serene evening strolls; carefree green spaces for more vigorous activities.- Practical open-layout plan with opportunities for personalisation.- En-suite bathrooms in all bedrooms for added privacy and convenience.- Lifetime homes that facilitate multigenerational living.- A 2,700-acre forest reserve in its surround acting as the green lung of the city.We look forward to seeing you!","Nov 17 2016, 12:27 AM"
Elmina by Sime Darby v2,silentkiller114,Looking good,"Nov 17 2016, 08:09 AM"
Elmina by Sime Darby v2,lemina,looking good!,"Nov 17 2016, 08:49 AM"
Elmina by Sime Darby v2,Jasontee,Wow. super nice.Any photo that kota damansara link to elmina? Haha..We are waiting that link then can short cut to KD.,"Nov 17 2016, 11:03 AM"
Elmina by Sime Darby v2,elmond,"persiaran atmosfera link to kwasa and kota damansara, the interchange (jalan sungai buloh)was inside latest MBPJ rancangan tempatan","Nov 17 2016, 11:31 AM"
Elmina by Sime Darby v2,silentsunami,like that can bypass future DASH highway,"Nov 17 2016, 11:56 AM"
Elmina by Sime Darby v2,elmond,still need DASH but only 1 toll instead of 2 tolls to skip jam along jalan persiaran surian.,"Nov 17 2016, 09:58 PM"
Elmina by Sime Darby v2,zerol410,"MBPJ only? What about MBSA?Is it true that due to these houses (attached), Persiaran Atmosfera could not be opened properly, i.e. 4 lanes, 2 ways instead of 2 lanes, 2 ways.","Nov 19 2016, 06:08 PM"
Elmina by Sime Darby v2,elmond,google resource only shows MBPJ,"Nov 20 2016, 01:03 AM"
Elmina by Sime Darby v2,elmond,"not sure whose fault on this, but this is happen just beside jabatan tanah daerah petaling.","Nov 22 2016, 10:24 AM"
Elmina by Sime Darby v2,zerol410,Any possibility that we have to wait for Kwasa to be fully developed to enjoy the direct access via Persiaran Atmosfera? Don't think the road will be ready for July 2017 when the MRT fully opened.,"Nov 22 2016, 10:36 AM"
Elmina by Sime Darby v2,Jasontee,DASH still need many years to complete leh.At the moment hope this link can help.,"Nov 22 2016, 10:41 AM"
Elmina by Sime Darby v2,s-one,anyone already start paid interest loan to bank? for ev2?,"Nov 22 2016, 10:47 AM"
Elmina by Sime Darby v2,easywin3,Not yet receive letter. Should we check with lawyer or developer ?,"Nov 22 2016, 11:13 AM"
Elmina by Sime Darby v2,elmond,"elmina green soonhttps://www.facebook.com/PTTSB.MY/Congratulations Pembinaan Tetap Teguh Sdn Bhd!!!!Two new project Elmina West - 1st November 2016i) Elmina West - Phase 1B/1 for Elmina Green (earthworks, main drain and retention pond)ii) Elmina West - Water Supply Phase 1","Nov 22 2016, 11:59 AM"
Elmina by Sime Darby v2,klangvalleyrookie,"Official public launch for EV4 (278 units of DSL 22x75) will be held on this Sat, Nov 19. Those interested pls take note.","Nov 22 2016, 12:08 PM"
Elmina by Sime Darby v2,Nymphetamine666,Price start from?,"Nov 22 2016, 01:36 PM"
Elmina by Sime Darby v2,8sg9ft,"From RM788,888...according to the SD mobile app la anyway. Rebates I dunno","Nov 22 2016, 01:55 PM"
Elmina by Sime Darby v2,klangvalleyrookie,"Price starts from 788,888.2% rebate.Free S&P legal fee.Previously EV3 no rebate but free MOT, this time EV4 gives 2% rebate but no free MOT. Lppl punya sales package.","Nov 22 2016, 02:41 PM"
Elmina by Sime Darby v2,8sg9ft,"The 2% rebate can't cover the MOT wei but anyway SD is not really known to give big rebates also, right?","Nov 22 2016, 02:55 PM"
Elmina by Sime Darby v2,klangvalleyrookie,"Between the two, about 2k difference only. Latest sales package buyer enjoy lower entry cost mah......","Nov 22 2016, 03:36 PM"
Elmina by Sime Darby v2,8sg9ft,Should give rebates AND free MOT to really woo new home buyers,"Nov 22 2016, 08:04 PM"
Elmina by Sime Darby v2,klangvalleyrookie,"How I wish that too....Btw, EV4 layout seems better than EV3, imo. At least it doesn't have the space wasting courtyard.","Nov 23 2016, 12:30 PM"
Elmina by Sime Darby v2,trust4you,what u meanby lower entry cost broh,"Nov 23 2016, 12:36 PM"
Elmina by Sime Darby v2,trust4you,boss can PM me sales agent for this project?,"Nov 23 2016, 12:57 PM"
Elmina by Sime Darby v2,8sg9ft,"Sorry, can't help you out with that. I don't know any SA from Sime Darby. Just obtained info of pricing from their app only.","Nov 23 2016, 01:53 PM"
Elmina by Sime Darby v2,ykit_88,You can call this SA 012 9233691. His name is Peter very nice person.,"Nov 23 2016, 04:19 PM"
Elmina by Sime Darby v2,klangvalleyrookie,"It means buyer pays lower amount during the initial part of purchasing a house.By right a buyer should pay 10% of house value when signing S&P, but in this case when developer gives 2% rebate, buyer only need to pay 8%.","Nov 23 2016, 04:46 PM"
Elmina by Sime Darby v2,qwerty223,"800k for 22x75, lol.","Nov 25 2016, 11:03 AM"
Elmina by Sime Darby v2,BRE,"Nett nb price 773k nt cheap leh, increased by how much compared to ev3?","Nov 25 2016, 11:07 AM"
Elmina by Sime Darby v2,klangvalleyrookie,"EV3 gross price 342psf, EV4 gross price 341psf.EV3 no rebate but free MOT, EV4 got 2% rebate but no free MOT. So, net psf prices for both are about the same. Between the two, I'll pick EV4 for its better layout and location.","Nov 28 2016, 08:48 AM"
Elmina by Sime Darby v2,simplest,Just saw land clearing at elmina green,"Dec 1 2016, 08:33 AM"
Elmina by Sime Darby v2,BRE,Nt going to b easy to se at this slow prop market when price is above 600k. Will it be fcfs basis or balloting?,"Dec 1 2016, 11:01 AM"
Elmina by Sime Darby v2,barbossa11,EV3 how many % sold?,"Dec 1 2016, 11:09 AM"
Elmina by Sime Darby v2,utellme,"Received an invitation from SDP few days ago for the launch EV4 tomorrow. I think SDP offer to Staff and Prime member fcfs tomorrow and then open to public purchase on Saturday.Location EV4 is better than EV3, I think. 22X75 with BU 23++ SF and practical house design for RM788,888 still ok.","Dec 1 2016, 11:13 AM"
Elmina by Sime Darby v2,BRE,At this price I think d sales will b very slow since many options in d market now,"Dec 1 2016, 11:38 AM"
Elmina by Sime Darby v2,utellme,"According SA in Ev3 phase, They planned to take 3-6 months to finish and I guess they still have 20%-30% houses left now, especially those unit closer to the temple and water tank.","Dec 1 2016, 02:42 PM"
Elmina by Sime Darby v2,elmond,"finally E&Ohttp://www.theedgemarkets.com/my/article/e...?type=CorporateAside from above launches, Kok said other imminent launches before the end of 2017 include the joint-venture service apartment project at Jalan Conlay with Mitsui Fudosan and the much-anticipated maiden launch of terraced homes at the Elmina West township.","Dec 1 2016, 02:45 PM"
Elmina by Sime Darby v2,barbossa11,Anyone went to EV4 launching?,"Dec 1 2016, 04:23 PM"
Elmina by Sime Darby v2,Nymphetamine666,How's the take up rate?,"Dec 1 2016, 04:29 PM"
Elmina by Sime Darby v2,tzuen,"Went on last Sunday, 90% of the units are taken. As usual remain the units that starting with the number '4' are left over.Can't make it this round, will wait for phase 2 launch of EV4","Dec 1 2016, 04:33 PM"
Elmina by Sime Darby v2,BRE,Wow good demand despite d steep price n soft market! Demand for landed prop still very good! I will wait for serenia city's resi nxt year,"Dec 1 2016, 04:35 PM"
Elmina by Sime Darby v2,tzuen,"Indeed, it's quite surprising. Due to current market situation, the take up rate still can up to 90%.Most probably is because Sime Darby's reputation, from Putra Height, The Glades and USJ Height. I have no worries on their quality of work.","Dec 1 2016, 05:13 PM"
Elmina by Sime Darby v2,BRE,"Agree bro, I'm staying in putra heights n so far d quality nt too bad, sdp will build interchanges in their new townships for d residents ' convenience n they will never abandon their projects so peace of mind also. They also fought for d lrt hub in ph so ph residents can have another mode of transport.","Dec 2 2016, 01:36 PM"
Elmina by Sime Darby v2,cwyan,"90% take up rate, wah dam good! How many units are you talking about?","Dec 2 2016, 03:44 PM"
Elmina by Sime Darby v2,tzuen,"As usual, the red/pink are sold OR book via cheque","Dec 2 2016, 04:32 PM"
Elmina by Sime Darby v2,klangvalleyrookie,"Thanks for sharing. Picture showing 75% booked, still quite impressive.","Dec 2 2016, 04:43 PM"
Elmina by Sime Darby v2,kiwimon,"Hi guys, just to check with any of u guys who have bought one of EV unit. According to my sales assistant he said that i might need to get ready the down payment money first in cash to pay to SD before i can proceed with applying from EPF. Any advice? Plus there is not free legal fee only 2% rebate on EV4.","Dec 2 2016, 04:50 PM"
Elmina by Sime Darby v2,tzuen,"I haven't got a unit from EV4 yet. But if not mistaken, we need to pay the 10% of the total amount within the 21 days from the day you booked the unit. Only then they release the purchasing form for us to apply the EPF withdraw.","Dec 2 2016, 05:00 PM"
Elmina by Sime Darby v2,Mabuchiko,"hi all, manage to get unit in ev3 last month..is there any whats app group or FB page that can add me in??","Dec 2 2016, 05:02 PM"
Elmina by Sime Darby v2,swn525,"yes, you need S&P and Bank loan letter to apply EPF withdrawalneed to pay first 10% with signing S&Pthen wait for lawyer letter to collect the S&P","Dec 3 2016, 12:30 AM"
Elmina by Sime Darby v2,kiwimon,My friend who just purchase a unit from Eco World said the developer could wait for his EPF withdrawal to pay for the 10%. Thanks guys for the reply. Now all i need to do is go rob a bank lol.,"Dec 5 2016, 10:36 PM"
Elmina by Sime Darby v2,TSjeghui,What market condition?,"Dec 6 2016, 08:35 AM"
Elmina by Sime Darby v2,aaron1717,"any show unit for elmina, no matter which phase is it...","Dec 6 2016, 08:57 AM"
Elmina by Sime Darby v2,David_77,"Received an email regarding Elimina Valley Phase 4.There is an event on:Date: Nov 26 - 27th, 2016 (Saturday & Sunday)Time: 10.00am to 5.00pmVenue: Elmina Pavilion, Persiaran Eserina, Elmina East, Sek U16, 40160 Shah AlamTel: 03 - 7831 2253","Dec 6 2016, 09:33 AM"
Elmina by Sime Darby v2,aaron1717,oh thanks... was hoping to see is there any showroom for elmina since been selling for quite some time already...,"Dec 6 2016, 06:53 PM"
Elmina by Sime Darby v2,David_77,I see. Maybe you could call them to ask if there's any showroom for that event.All the best,"Dec 7 2016, 08:22 AM"
Elmina by Sime Darby v2,Nymphetamine666,"Knowing Sime, they rarely have show unit. Same like PKNS..","Dec 7 2016, 08:47 AM"
Elmina by Sime Darby v2,klangvalleyrookie,Perhaps they r ready to launch EV4 phase 2 this coming weekend.,"Dec 9 2016, 04:59 AM"
Elmina by Sime Darby v2,David_77,Not sure. Won't be in KL so can't go. 😞,"Dec 9 2016, 09:05 AM"
Elmina by Sime Darby v2,kiwimon,"Was asking my sales assistant about any showroom for EV, his reply was most probably not since its been selling like hot cakes for the first few phase. Unless things start really slowing down, maybe SD will start building one.","Dec 9 2016, 09:22 AM"
Elmina by Sime Darby v2,aaron1717,thanks bro... yea i also realized that... most of SDB landed project... selling like hot cakes... no need showroom at all... was hoping to push the luck anyway... haha,"Dec 9 2016, 10:40 AM"
Elmina by Sime Darby v2,zerol410,"yup, can't wait for this as it will connect Elmina with Saujana Utama","Dec 9 2016, 11:09 AM"
Elmina by Sime Darby v2,swn525,Elmina City Square all is shop lot? don't have mall?can see the land there already clear.,"Dec 9 2016, 11:42 AM"
Elmina by Sime Darby v2,elmond,"saw this in FB, proposal only","Dec 15 2016, 06:34 AM"
Elmina by Sime Darby v2,klangvalleyrookie,EV5 shall be very near to the MRT line if it does materialized as shown in pix.,"Dec 15 2016, 08:37 AM"
Elmina by Sime Darby v2,elmond,near to track but not station,"Dec 15 2016, 09:07 AM"
Elmina by Sime Darby v2,klangvalleyrookie,"Yeah, looks like EV4 location is better in this case.","Dec 15 2016, 09:14 AM"
Elmina by Sime Darby v2,swn525,i saw hyper market,"Dec 15 2016, 02:04 PM"
Elmina by Sime Darby v2,Ero-Sennin,nice!,"Dec 15 2016, 02:28 PM"
Elmina by Sime Darby v2,swn525,"ya loh, track only, give us more noise?what is TOD?","Dec 16 2016, 10:40 AM"
Elmina by Sime Darby v2,elmond,"A transit-oriented development (TOD) is a mixed-use residential and commercial area designed to maximize access to public transport, and often incorporates features to encourage transit ridership while dissuading the ownership of automobileshttps://en.wikipedia.org/wiki/Transit-oriented_developmenthttp://www.simedarbyproperty.com/tod/","Dec 16 2016, 04:55 PM"
Elmina by Sime Darby v2,silentsunami,Is this the north bound bus terminal? like the TBS?,"Dec 16 2016, 06:56 PM"
Elmina by Sime Darby v2,swn525,"from the photo, high chance it will be MRT station?","Dec 16 2016, 07:04 PM"
Elmina by Sime Darby v2,elmond,proposal only but might not happen as kem sungai buloh was move out in phases.http://wikimapia.org/#lang=en&lat=3.207447...em-Sungai-Buloh,"Dec 16 2016, 09:16 PM"
Elmina by Sime Darby v2,silentsunami,"Kem sungai buloh if move out then it will be more logical option as KTM, MRT1 and MRT2 are there already.","Dec 17 2016, 12:02 AM"
Elmina by Sime Darby v2,taiping...,WoW! It looks good,"Dec 17 2016, 11:52 AM"
Elmina by Sime Darby v2,ykit_88,What is the coloured area in Elmina Gardens?,"Dec 17 2016, 12:05 PM"
Elmina by Sime Darby v2,swn525,"i wish to know too....now elmina garden has been built many road bumper, slow me down","Dec 17 2016, 12:07 PM"
Elmina by Sime Darby v2,klangvalleyrookie,"[quote=ykit_88,Dec 2 2016, 03:44 PM]What is the coloured area in Elmina Gardens?Shop lots, multipurpose hall, tadika, surau.","Dec 17 2016, 01:09 PM"
Elmina by Sime Darby v2,ykit_88,maybe because of the proposed school zone,"Dec 17 2016, 01:11 PM"
Elmina by Sime Darby v2,swn525,ya....many school,"Dec 18 2016, 11:49 PM"
Elmina by Sime Darby v2,swn525,my house water pressure is not stronganyone face the same problem?,"Dec 19 2016, 01:44 AM"
Elmina by Sime Darby v2,kiwimon,Bro just wondering how long did it take for fiber to come to your house after key hand over?,"Dec 19 2016, 06:05 AM"
Elmina by Sime Darby v2,Kyx,Any mall coming up in elmina city centre?,"Dec 19 2016, 07:40 AM"
Elmina by Sime Darby v2,swn525,"home fibre internet？i using home fibre few months already, i believe the fibre will ready in VP stage","Dec 19 2016, 08:10 AM"
Elmina by Sime Darby v2,elmond,no development on elmina city centre before 2019,"Dec 19 2016, 08:12 AM"
Elmina by Sime Darby v2,swn525,"now is city square first, can see the land clear in that areai think city centre not yet start","Dec 19 2016, 01:06 PM"
Elmina by Sime Darby v2,zerol410,"First, I am going to ignore your emoticon.Next, I am quite relieved that they built the speed bumps.Come on... it is a residential area bro. Not a racetrack","Dec 19 2016, 01:28 PM"
Elmina by Sime Darby v2,swn525,"haha, need pass 9 bumpers when i reach my home area","Dec 19 2016, 01:42 PM"
Elmina by Sime Darby v2,zerol410,"Haha, ok... kesian jgk.But better than our loved ones getting hurt via road accidents kan?Together we brave the bumpers","Dec 20 2016, 11:30 AM"
Elmina by Sime Darby v2,TSjeghui,Why many Msians like to whine whine whine?Aren't we all adults?,"Dec 20 2016, 11:55 AM"
Elmina by Sime Darby v2,funniman,"When you have.. 4 bumpers over a stretch of 50 meter road from the roundabout towards Land Office , you sure complain one. Somemore it is those broad 6ft wide pavement type bumps, not the normal ones.","Dec 20 2016, 01:54 PM"
Elmina by Sime Darby v2,swn525,"yup, for me is better than last time, last time in cheras need pass through 13 bumps....","Dec 20 2016, 02:05 PM"
Elmina by Sime Darby v2,barbossa11,Anyone know hows EV1 & EV2 construction progress?,"Dec 20 2016, 02:05 PM"
Elmina by Sime Darby v2,lemina,10~20% ?maybe you can drop by on site and let us know,"Dec 20 2016, 03:00 PM"
Elmina by Sime Darby v2,elmond,"progress quite well, some rows had been completed from the outlook","Dec 20 2016, 03:30 PM"
Elmina by Sime Darby v2,barbossa11,Wah thats good thanks!,"Dec 20 2016, 04:03 PM"
Elmina by Sime Darby v2,silentkiller114,Update 14/12/16,"Dec 20 2016, 04:17 PM"
Elmina by Sime Darby v2,lemina,very nice. thanks for the updates. looks like they are not building the PMU yet? but started on the STP already,"Dec 20 2016, 05:07 PM"
Elmina by Sime Darby v2,chiahau,They recently launch Elmina Phase 4 right?Saw the ads when I was near Oasis Damansara.,"Dec 20 2016, 06:21 PM"
Elmina by Sime Darby v2,anulus81,This is EV2? I havent pay any interest since I signed SNP in April 2016 & Loan Agreement in June 2016.,"Dec 21 2016, 07:09 PM"
Elmina by Sime Darby v2,barbossa11,Very nice! thanks for the update,"Dec 21 2016, 07:25 PM"
Elmina by Sime Darby v2,swn525,thanks for update,"Dec 21 2016, 08:18 PM"
Elmina by Sime Darby v2,elmond,"rumah selangorku @ elmina green (EG2)MBSA/OSC/KM(DO)/SEK.U17/0136/2016 ID: 101578-1 : PERMOHONAN KEBENARAN MERANCANG PENDIRIAN BANGUNAN BAGI CADANGAN MEMBINA RUMAH SELANGORKU (562 UNIT), 1 UNIT DEWAN SERBAGUNA, 1 UNIT SURAU, 1 UNIT PONDOK PENGAWAL, 2 UNIT RUMAH SAMPAH DIATAR PT. 54367 (FASA EG2), JALAN PERSIARAN CASUARINA, SEKSYEN U17, MUKIM SUNGAI BULOH, DAERAH PETALING SELANGOR DARUL EHSAN UNTUK TETUAN SIME DARBY ELMINA DEVELOPMENT SDN BHD oleh SIME DARBY ELMINA DEVELOPMENT SDN BHD di Majlis Bandaraya Shah Alamhttp://www.simedarbyproperty.com/clients/simedarby_property/assets/contentMS/img/template/cityofelmina_maasterplan_01.jpg","Dec 21 2016, 09:17 PM"
Elmina by Sime Darby v2,iphonegizmo,this place now very ULU at moment takes 10 yrs to develope like uSJ taipanstil consider..,"Dec 22 2016, 11:38 AM"
Elmina by Sime Darby v2,Happygo,"Compare Denai Alam and Elmina, which one will have better development and appreciation in future?Kindly advice.Thank you.","Dec 22 2016, 12:04 PM"
Elmina by Sime Darby v2,iphonegizmo,go for KL properties better or next to Mrtdenai alam alot hse empty now hard time rent or sell as,"Dec 22 2016, 09:28 PM"
Elmina by Sime Darby v2,Happygo,Thanks! 😊,"Dec 23 2016, 12:33 AM"
Elmina by Sime Darby v2,easywin3,"if you mean next 5 years, Elmina will be similar to Denai Alam as residential area.If you mean next 10 years and central park/mall/MRT ready in use, I believe Elmina can do better.It's a well plan township development.","Dec 23 2016, 02:10 AM"
Elmina by Sime Darby v2,barbossa11,Couldnt agree more. Elmina is all about long term vision,"Dec 23 2016, 05:15 AM"
