,sentences,users,date,sentiment_score
757,"update, 15/1/2017the, near, got, guard",silentkiller114,"Feb 4 2017, 02:37 PM",0.0
758,"thank, photo, red, brick, kind, like, patch, concrete, think, real, red, brick, like, alam, budiman, u10.but, beautiful, ..",Nymphetamine666,"Feb 4 2017, 02:55 PM",0.93
759,cantik,kochin,"Feb 4 2017, 05:59 PM",0.0
760,"nice, progress, drone, send, pic",lemina,"Feb 4 2017, 06:39 PM",0.6808
761,"thank, photo, ..., anybody, photo, phase, 1",redalert,"Feb 11 2017, 02:25 AM",0.3612
762,nice,rookienyc,"Feb 11 2017, 12:52 PM",0.4215
763,"photo, phase, 3, buyer, phase, 3, u, guy, start, pay, progress, interest",adnantarmizi,"Feb 22 2017, 10:32 AM",0.6597
764,"happy, 1st, vp, comment, round, defect, repair, property, eg, leak, leak, leaking, ...., sub, contractor, use, paint, temporary, cover",utellme,"Feb 22 2017, 11:59 AM",-0.3612
765,"sdb, standard, like, pricing, expecting, premium, finish, leh, ....",aaron1717,"Feb 22 2017, 01:02 PM",0.3612
766,"hi, eg, mean",Jasontee,"Feb 22 2017, 01:07 PM",0.0
767,"eg, mean, elmina, garden",utellme,"Feb 24 2017, 12:25 PM",0.0
768,"elmina, valley, phase, 3, .., nope, payment, reason",Mabuchiko,"Feb 24 2017, 03:10 PM",0.0
769,"tq, respond, sure, issue, bank, want, pay, penalty, sd",adnantarmizi,"Feb 24 2017, 04:13 PM",-0.2023
770,"worry, ev2, pay, single, sen, ..",anulus81,"Feb 24 2017, 07:35 PM",-0.5106
771,"phase, boss, finish, round, far, good, find, hollow, tile, kitchen",meonkutu11,"Feb 26 2017, 12:52 AM",0.4404
772,"think, sdp, settle, mot, duty, bank, release, progress, claim, sdp, normal, sdp, time, b4, house, vp, 8.5, month, progress, payment, new, phase, launch, sdp, offer, free, mot, offer, 2, rebate",utellme,"Feb 27 2017, 11:04 AM",0.836
773,"case, leak, leaking",swn525,"Feb 27 2017, 02:07 PM",-0.34
774,"wah, .., key, soon, leh, share, normally, leak",Jasontee,"Feb 27 2017, 02:25 PM",-0.0516
775,"car, porch, recently, new, area, second, floor, bedroom",swn525,"Feb 27 2017, 03:58 PM",0.0
776,"thanks, bro, care, collect, key",Jasontee,"Feb 27 2017, 04:32 PM",0.7269
777,"nope, .., ..., banker, myb, march",ryioz,"Feb 27 2017, 05:21 PM",0.0
778,"elmina, greenmbsa, osc, s, sek.u17/0010/2017, cadangan, membina, dan, menyiapkan, 211, unit, rumah, teres, 2, tingkat, di, atas, sebahagian, lot, 2132, seksyen, u17, 40160, shah, alam, oleh, sime, darby, elmina, development, sdn, bhd, di, majlis, bandaraya, shah, alammbsa, osc, s, sek.u17/0007/2017, cadangan, membina, dan, menyiapkan, 187, unit, rumah, teres, 2, tingkat, fasa, eg1a, dan, kawasan, rekreasi, di, atas, sebahagian, lot, 2132, seksyen, u17, elmina, west, 40160, shah, alam, selangor, darul, ehsan, untuk, tetuan, sime, darby, elmina, development, sdn, bhd, oleh, sime, darby, elmina, development, sdn, bhd, di, majlis, bandaraya, shah, alam",elmond,"Feb 27 2017, 06:53 PM",-0.6249
779,"try, view, progress, property?login, sime, darby, web, portal, view, phase, phase, progress",swn525,"Feb 28 2017, 10:12 AM",0.6808
780,"appreciate, share, link, login",adnantarmizi,"Feb 28 2017, 10:37 AM",0.5994
781,"need, download, sime, darby, property, app, google, play, store, ios, app, store, use, prime, membership, username, password, login, check, property, progress, case, receive, prime, username, password, email, sime, darby",kiwimon,"Feb 28 2017, 10:41 AM",0.6369
782,"login, wellhttp://prime.simedarbyproperty.com/",lemina,"Feb 28 2017, 10:51 AM",0.0
783,"link, select, different, phasesaeropod.myprism.biz/aero360/sdp/ev/ev2/index.html",swn525,"Feb 28 2017, 11:08 AM",0.0
784,"apps, option, view, use, pc, phone, browser, linkaeropod.myprism.biz/aero360/sdp/ev/ev2/index.html",swn525,"Feb 28 2017, 11:17 AM",0.0
785,"thanks, swn525, u, rock, link, open, pc, elmina, valley, phase, 3, look, great, atas, bukit",adnantarmizi,"Feb 28 2017, 11:27 AM",0.7906
786,"read, sun, today, sd, build, apartment, elmina, west, size, 900, 1000sq, rm200k, rm250k, respectively, project, start, q3, year",simplest,"Feb 28 2017, 11:30 AM",0.34
787,"rumah, selangorku, apartment, .....",klangvalleyrookie,"Feb 28 2017, 11:33 AM",0.0
788,"sdp, term, rsk, bro",BRE,"Feb 28 2017, 11:34 AM",0.0
789,"confirm, rsk, base, size, price.below, submit, elmina, green, rumah, selangorku, total, unit, match, news, 562, unit, mbsa, osc, km, sek.u17/0136/2016, id, 101578, 1, permohonan, kebenaran, merancang, pendirian, bangunan, bagi, cadangan, membina, rumah, selangorku, 1, unit, dewan, serbaguna, 1, unit, surau, 1, unit, pondok, pengawal, 2, unit, rumah, sampah, diatar, pt, 54367, jalan, persiaran, casuarina, seksyen, u17, mukim, sungai, buloh, daerah, petaling, selangor, darul, ehsan, untuk, tetuan, sime, darby, elmina, development, sdn, bhd, oleh, sime, darby, elmina, development, sdn, bhd, di, majlis, bandaraya, shah, alam",elmond,"Feb 28 2017, 11:36 AM",0.0
790,"thank, d, clarification, bro, tot, normally, d, developer, launch, rsk, invite, d, mb, state, exco, member, d, launching",BRE,"Feb 28 2017, 11:40 AM",0.4767
791,"interest, eg2, rumah, selangorku, refer, thishttps://www.youtube.com/watch?v=hogz3fvyu34http://www.simedarbyproperty.com/media/pre...sign-d3-concept",elmond,"Feb 28 2017, 11:40 AM",0.4588
792,"videoit, like, good, layout, airbnb, easy, add, rooms.room, real, view, sure, acceptable",elmond,"Feb 28 2017, 11:45 AM",0.8979
793,"look, like, hostel, design, ler, ....., air, ventilation, suffer, ...",klangvalleyrookie,"Feb 28 2017, 11:46 AM",-0.25
794,"rumah, selangorku, stay, dont, greedy, guy",TSjeghui,"Feb 28 2017, 11:51 AM",0.2411
795,airbnb,celinek,"Feb 28 2017, 11:58 AM",0.0
796,"mean, layout, rsk",elmond,"Feb 28 2017, 12:02 PM",0.0
797,"advice, buy, sime, darby, property, elmina, ask, contractor, kimcon, yes, dun, buy, project, famous, lousy, material, use, water, piping, toilet, leak, badly",lightbulk,"Feb 28 2017, 12:11 PM",-0.743
798,"submit, defect, list",LDP,"Feb 28 2017, 12:12 PM",-0.34
799,"d, sdp, fair, month, alya, double, prime, rebate, nt, sure, whtr, d, cny, rm8888, rebate, dinner",BRE,"Feb 28 2017, 12:57 PM",0.5574
800,"verse, construction, field, think, jurutera, perunde, appoint, monitor, material, quality, kan?basically, nowadays, private, goverment, cincai, bikin, kerja, .., disease, malaysia, self, cincai, indon, bangla, like, follow, ..",Nymphetamine666,"Feb 28 2017, 01:00 PM",0.3612
801,"ev3, ev4, mind, phase, location, good, return, future, ...",angeling79,"Feb 28 2017, 01:03 PM",0.4404
802,think,qwerty223,"Feb 28 2017, 01:32 PM",0.0
803,"post, ev1, newly, complete, cf, vp, launch, jan, 2016, possible, http://www.mudah.my/ev1+elmina+valley+2+st...se-52201318.htm",easywin3,"Feb 28 2017, 01:38 PM",0.0
804,"confirm, fake.still, lot, work, ev1, pass, everyday, yes, construction, fast.i, lol, hard, price, 700k, maybe, ev2, u, r, lucky",iambloodymuch,"Feb 28 2017, 01:46 PM",0.7845
805,"simply, flip, want, 100k, original, price, greedy",easywin3,"Feb 28 2017, 01:51 PM",0.0772
806,"yup, fair, lah, serve, interest, 1, year, downpayment, market, bit, slow, try, lucky, dispose, liability",iambloodymuch,"Feb 28 2017, 01:54 PM",0.743
807,"hi, watapps, group, elmina, kindly, add, ~thanks",Booinator,"Feb 28 2017, 01:54 PM",0.4939
808,"yes, elmina, garden, ev",cwyan,"Feb 28 2017, 01:57 PM",0.4019
809,join,ykit_88,"Feb 28 2017, 02:01 PM",0.296
810,"thank, prompt, reply, 0)i, neighbor, evnice",Booinator,"Feb 28 2017, 02:05 PM",0.3612
811,"yes, whatsapp, group, elmina, valley, 1, residence",horace,"Feb 28 2017, 05:32 PM",0.4019
812,"proofed, elmina, garden, owner, able, join",cwyan,"Feb 28 2017, 06:16 PM",0.296
813,invite,ykit_88,"Feb 28 2017, 06:42 PM",0.1531
814,"proofed, elmina, garden, owner, able, join.i, wish, join",swn525,"Feb 28 2017, 06:56 PM",0.5994
815,"township, development, map, ho, chin, soon.can, ekov, kapar, link, expressway",elmond,"Feb 28 2017, 06:59 PM",0.0
816,"township, development, map, ho, chin, soon.can, ekov, kapar, link, expressway?there, massive, earthwork, activity, orange, circle",simplest,"Feb 28 2017, 07:36 PM",0.0
817,"massive, earthwork, activity, orange, circlethe, line, elmina, suspiciously, line, sd, claim, future, mrt",zerol410,"Feb 28 2017, 08:15 PM",-0.4019
818,"line, elmina, suspiciously, line, sd, claim, future, mrtrecall, proposal",elmond,"Feb 28 2017, 08:45 PM",-0.4019
819,"recall, proposalgood, recall, bro, bad, different, line",zerol410,"Mar 2 2017, 02:22 PM",-0.5423
820,tod,ykit_88,"Mar 3 2017, 09:42 AM",0.0
821,"hi, hear, interchange, guthrie, highway, dash, highway, access, puncak, perdana, damansara, true?if, elmina, resident, benefit, dash, highway",Jasontee,"Mar 6 2017, 12:44 PM",0.4588
822,"hi, hear, interchange, guthrie, highway, dash, highway, access, puncak, perdana, damansara, true?if, elmina, resident, benefit, dash, highway.huh, think, u, guy, access, dash, denai, alam, directly, straight, damansara, ..., benefit",aaron1717,"Mar 6 2017, 01:10 PM",0.7845
823,"hi, hear, interchange, guthrie, highway, dash, highway, access, puncak, perdana, damansara, true?if, elmina, resident, benefit, dash, highway, dash, cross, guthrie, highway, perpendicularly, sense, interchange, connection",ykit_88,"Mar 6 2017, 04:35 PM",0.4588
824,"hi, hear, interchange, guthrie, highway, dash, highway, access, puncak, perdana, damansara, true?if, elmina, resident, benefit, dash, highway.huh, think, u, guy, access, dash, denai, alam, directly, straight, damansara, ..., benefit?dash, cross, guthrie, highway, perpendicularly, sense, interchange, connection.yup, initial, plan, access, gce, north, dash, damansara, direction, driver, need, travel, slighly, jlan, sungai, buloh, ramp, .even, gce, south, dash, damansara, driver, need, wait, bukit, subang, interchange, traffic, light",elmond,"Mar 6 2017, 05:10 PM",0.644
825,"yup, initial, plan, access, gce, north, dash, damansara, direction, driver, need, travel, slighly, jlan, sungai, buloh, ramp, .even, gce, south, dash, damansara, driver, need, wait, bukit, subang, interchange, traffic, lightthe, denai, alam, exit, far, elmina, exit, dash, plan, ....",aaron1717,"Mar 8 2017, 05:09 PM",0.0
826,"yup, initial, plan, access, gce, north, dash, damansara, direction, driver, need, travel, slighly, jlan, sungai, buloh, ramp, .even, gce, south, dash, damansara, driver, need, wait, bukit, subang, interchange, traffic, lightcheck, official, dash, highway, websitehttp://www.prolintas.com.my/dash.phpit, interchange, dash, guthrie, denai, alam",ykit_88,"Mar 9 2017, 12:43 AM",0.0
827,"yup, initial, plan, access, gce, north, dash, damansara, direction, driver, need, travel, slighly, jlan, sungai, buloh, ramp, .even, gce, south, dash, damansara, driver, need, wait, bukit, subang, interchange, traffic, lightya, info, curious, haha, .., hope, sime, darby, open, access, damansara",Jasontee,"Mar 9 2017, 08:09 AM",0.802
828,"check, official, dash, highway, websitehttp://www.prolintas.com.my/dash.phpit, interchange, dash, guthrie, denai, alam, yes, bro, interchange, denai, alam, interchange, access, puncak, perdana, point",Jasontee,"Mar 9 2017, 08:35 AM",0.4019
829,"check, official, dash, highway, websitehttp://www.prolintas.com.my/dash.phpit, interchange, dash, guthrie, denai, alam.the, initial, drawing, access, puncak, perdana, gce, north.anyone, puncak, perdana, gce, use, bukit, subang, interchangeinterchange, type, like, bukit, subang, exit, diamond, interchange, elmina, exit, parcel, parclo, interchange",elmond,"Mar 9 2017, 08:59 AM",0.5994
830,"yes, bro, interchange, denai, alam, interchange, access, puncak, perdana, point?not, good",ykit_88,"Mar 9 2017, 11:17 AM",0.6808
831,"fb, check, properly, suggest, denai, alam, interchange",elmond,"Mar 9 2017, 11:36 AM",0.0
832,"initial, drawing, access, puncak, perdana, gce, north.anyone, puncak, perdana, gce, use, bukit, subang, interchangeinterchange, type, like, bukit, subang, exit, diamond, interchange, elmina, exit, parcel, parclo, interchangeif, case, wonder, sime, darby, build, connection, damansara",ykit_88,"Mar 9 2017, 01:10 PM",0.5994
833,"ya, info, curious, haha, .., hope, sime, darby, open, access, damansara, sime, darby, wanna, access, elmina, peak, direct, access, instead, 2025, checkpoint",elmond,"Mar 10 2017, 09:43 AM",0.802
834,"sime, darby, wanna, access, elmina, peak, direct, access, instead, 2025, checkpointwhere, elmina, peak, find, map",ykit_88,"Mar 10 2017, 09:49 AM",0.0
835,"2cents, ..., check, elmina, ..., cup, tea1, far, .., work, kl, sentral2, development, ..., ie, shopping, center, buy, groceries3, nearby, hospital, clinic, schools4, nearest, plc, rawang, 20, km, sungai, buloh5, accessibility, min, pass, 2, tollssorry, feel, like, isolatedbut, surely, good, forinvestment, mean, 10, year, plc, develop, ..., patience, look, stay, ...",rupart,"Mar 10 2017, 10:12 AM",0.8074
836,"2cents, ..., check, elmina, ..., cup, tea1, far, .., work, kl, sentral2, development, ..., ie, shopping, center, buy, groceries3, nearby, hospital, clinic, schools4, nearest, plc, rawang, 20, km, sungai, buloh5, accessibility, min, pass, 2, tollssorry, feel, like, isolatedbut, surely, good, forinvestment, mean, 10, year, plc, develop, ..., patience, look, stay, ..., point, buyer, look, mature, township, ..., happen, time, ..., 5, 10, year, ..., option, u, consider, setia, alam, ..., land, decent, price, ..., range, kl, elmina, ..., wan, toll, ..., consider, subsale, land, premium, pricing, land, mature, city, ...",aaron1717,"Mar 10 2017, 10:15 AM",0.9169
837,"fb, check, properly, suggest, denai, alam, interchange[attachmentid=8534155]from, pic, look, like, dash, damansara, bind, gce, shah, alam, bind, dash, puncak, perdana, bind, gce, rawang, bind, gce, shah, alam, bind, dash, damansara, bound;have, use, exist, bkt, subang, interchange",8sg9ft,"Mar 10 2017, 10:36 AM",0.3612
838,"case, wonder, sime, darby, build, connection, damansara, yes, want, hope, simedarby, request, add, access, damansara",Jasontee,"Mar 10 2017, 10:54 AM",0.7096
839,"pic, look, like, dash, damansara, bind, gce, shah, alam, bound;yes, use, current, bukit, subang, interchange, traffic, light, dash, puncak, perdana, bind, gce, rawang, bound;yes, use, current, bukit, subang, interchange, traffic, light, gce, shah, alam, bind, dash, damansara, bound;yes, use, current, bukit, subang, interchangehave, use, exist, bkt, subang, interchange?busy, bukit, subang, interchange, btw, route, mention, small, traffic.in, picture, elevated, u, turn, traffic, light, bukit, subang, interchange, maybe, remove",elmond,"Mar 10 2017, 11:32 AM",0.3612
840,"yes, want, hope, simedarby, request, add, access, damansara, side.the, negotiation, suppose, design, phase, calm, hope",elmond,"Mar 10 2017, 11:50 AM",0.8779
841,"negotiation, suppose, design, phase, calm, hopeconfirm, sime, darby",ykit_88,"Mar 10 2017, 11:53 AM",0.3182
842,"negotiation, suppose, design, phase, calm, hopebro, know, life, hope, hope, future, leh",Jasontee,"Mar 10 2017, 11:56 AM",0.7964
843,"confirm, sime, darby?bro, know, life, hope, hope, future, leh, sime, prolintas, pnband, gain, rm58, million, compulsory, land, acquisition, damansara, –, shah, alam, elevated, expressway, read, http://www.thestar.com.my/business/busines...2bshsipooiup.99",elmond,"Mar 10 2017, 12:00 PM",0.8481
844,"2cents, ..., check, elmina, ..., cup, tea1, far, .., work, kl, sentral2, development, ..., ie, shopping, center, buy, groceries3, nearby, hospital, clinic, schools4, nearest, plc, rawang, 20, km, sungai, buloh5, accessibility, min, pass, 2, tollssorry, feel, like, isolatedbut, surely, good, forinvestment, mean, 10, year, plc, develop, ..., patience, look, stay, ..., actually, elmina, strategic, u, r, familiar, area.1, kl, sentral, drive, mrt, sg, buloh2, new, township, pinjam, bukit, jelutong, denai, alam, shah, alam, 10km3, hospital, shah, alam, sg, buloh, private, near, subang, airport, clinic, denai, alam, kota, damansara, opening, gov, clinic, soon4, sg, buloh, near, kota, damansara, damansara, near5, need, toll, use, jalan, dalam, shah, alam, sg, buloh, damansara, need, toll, use, nkve",iambloodymuch,"Mar 10 2017, 12:02 PM",0.8074
845,"actually, elmina, strategic, u, r, familiar, area.1, kl, sentral, drive, mrt, sg, buloh2, new, township, pinjam, bukit, jelutong, denai, alam, shah, alam, 10km3, hospital, shah, alam, sg, buloh, private, near, subang, airport, clinic, denai, alam, kota, damansara, opening, gov, clinic, soon4, sg, buloh, near, kota, damansara, damansara, near5, need, toll, use, jalan, dalam, shah, alam, sg, buloh, damansara, need, toll, use, nkvehow, jam, jalan, dalam",ykit_88,"Mar 10 2017, 12:08 PM",0.0
846,"actually, elmina, strategic, u, r, familiar, area.1, kl, sentral, drive, mrt, sg, buloh2, new, township, pinjam, bukit, jelutong, denai, alam, shah, alam, 10km3, hospital, shah, alam, sg, buloh, private, near, subang, airport, clinic, denai, alam, kota, damansara, opening, gov, clinic, soon4, sg, buloh, near, kota, damansara, damansara, near5, need, toll, use, jalan, dalam, shah, alam, sg, buloh, damansara, need, toll, use, nkvei, agree, .., potential, .., price, high, lor",LDP,"Mar 10 2017, 12:10 PM",0.3612
847,"jam, jalan, dalam?peak, hour, sure, jem, bearable, wanna, elmina, nkve, bukit, jelutong, use, toll, maybe, 5, min, use, jalan, dalam, 15, 20, min, peak, probably, 10mins, jalan, dalam.just, remember, close, mrt, station, elmina, kwasa, sentral, probably, 10, min, away, sg, buloh, 20, min, away, jalan, dalam, kwasa, sentral, lalu, subang, bestari, traffic, gg, peak, hour, narrow, road, hopefully, improve, lah, kwasa, land, begin, construction, maybe, new, connection.to, shopping, ikea, utama, lalu, kota, damansara, u, know, bad, traffic, be.off, peak, enjoy, lalu, jalan, dalam, close, reach, home, pay, guthrie, ldp",iambloodymuch,"Mar 10 2017, 12:28 PM",0.8176
848,"agree, .., potential, .., price, high, loryeah, price, high, rm4++/sqftbut, blame, sime, darby, township, far, like, bandar, seri, coalfield, eco, granduer, reach, price.best, thing, elmina, interconnectivity, prime, location",iambloodymuch,"Mar 10 2017, 03:15 PM",0.4019
849,"peak, hour, sure, jem, bearable, wanna, elmina, nkve, bukit, jelutong, use, toll, maybe, 5, min, use, jalan, dalam, 15, 20, min, peak, probably, 10mins, jalan, dalam.just, remember, close, mrt, station, elmina, kwasa, sentral, probably, 10, min, away, sg, buloh, 20, min, away, jalan, dalam, kwasa, sentral, lalu, subang, bestari, traffic, gg, peak, hour, narrow, road, hopefully, improve, lah, kwasa, land, begin, construction, maybe, new, connection.to, shopping, ikea, utama, lalu, kota, damansara, u, know, bad, traffic, be.off, peak, enjoy, lalu, jalan, dalam, close, reach, home, pay, guthrie, ldpdure, peak, hour, bukit, jelutong, toll, jam, like, hell, 20mins, sg, buloh, road, sound, like, option",ykit_88,"Mar 13 2017, 08:32 AM",0.7845
850,"peak, hour, bukit, jelutong, toll, jam, like, hell, 20mins, sg, buloh, road, sound, like, option?really, ah, usually, reach, bukit, jelutong, toll, 7.30am, balik, kerja, 5.30pmthat, time, bad.haha, maybe, u, time, experience, urself, use, jalan, dalam, exit, kg, melayu, subang, denai, alam, lalu, jalan, dalam, bukit, jelutong, pass, toll",iambloodymuch,"Mar 13 2017, 08:41 AM",-0.128
851,"ah, usually, reach, bukit, jelutong, toll, 7.30am, balik, kerja, 5.30pmthat, time, bad.haha, maybe, u, time, experience, urself, use, jalan, dalam, exit, kg, melayu, subang, denai, alam, lalu, jalan, dalam, bukit, jelutong, pass, toll, alreadyok, thank, inputbtw, jam, bukit, jelutong, toll, 7.30am, bad",ykit_88,"Mar 13 2017, 08:51 AM",-0.2263
852,"ok, thank, input, btw, jam, bukit, jelutong, toll, 7.30am, bad, it?not, bad, pass, guthrie, toll, maybe, 2, minsbut, nkve, bukit, jelutong, bad, probably, 10, mins.passe, traffic, light, federal, highway, 15, 20min, police, morning, depend, lucky, u, r, use, jalan, dalam, ttdi, jaya, pass, shah, alam, stadium, traffic, light, haha",iambloodymuch,"Mar 13 2017, 08:54 AM",-0.25
853,"stay, bdr, kinrara, bk4, usually, travel, elmina, month, peak, hour, 1:30, pm, 5:00pm, 35, min, spend, 30, min, travel, elmina, gardens, bk4.elmina, good, medium, /long, term, investment, stay, certainly, short, term, investment, development, work, happen, eg, city, square, expect, amenity, ready, 4, 5, year, time, current, ev4, phase, dbl, storey, link, 22x75, bu, 2313, rm341, sqft, think, reasonable, pay, rm329, sqft, eg, property, 2013",utellme,"Mar 13 2017, 08:56 AM",0.7506
854,"u, buy, ev4, recent, cny, promo, net, price, 326psf, u, mind, eg, price, 329psf, discount, mot, include",klangvalleyrookie,"Mar 13 2017, 08:58 AM",0.0
855,"elmina, good, location, actually, wanna, buy, ev1, 545k, sell, day, balloting, sad, elmina, garden, east, west, course, people, jalan2, look2, see2, far, bored, etc2, ..., wait, elmina, west, interchange, open, start, lively, ppl, saujana, utama, come",Nymphetamine666,"Mar 13 2017, 11:00 AM",0.1531
856,"ev1, cheap, meh, ...., bumi, price",klangvalleyrookie,"Mar 13 2017, 11:11 AM",-0.0772
857,"discount, free, mot, launch, day, balloting, process, 95, sell, 1, single, day",utellme,"Mar 13 2017, 11:24 AM",0.5106
858,"ev4, phase, sdp, offer, free, mot, anymore, offer, 2, rebate",utellme,"Mar 13 2017, 11:47 AM",0.5106
859,"ok, case, ev4, 22x75, net, price, 333psf, compare, eg, unit, buy, 3, yrs, ago, net, price, 329psf, need, bear, mind, unit, land, size, 420sf, large, ev4",klangvalleyrookie,"Mar 13 2017, 11:57 AM",0.296
860,"know, face, north, south, orientation, pay, rm347, sqft, ballot, day, east, west, orientation, purchaser, willing, unit, pay, additional, rm50k.",utellme,"Mar 13 2017, 12:08 PM",-0.2023
861,"yup, bbb, time, 50k, like, buyer",klangvalleyrookie,"Mar 13 2017, 02:06 PM",0.3612
862,"feb, 2017, ev1, leave, row, finish, roof",elmond,"Mar 13 2017, 02:24 PM",-0.0516
863,"great, thank, effort",easywin3,"Mar 13 2017, 02:52 PM",0.765
864,"yesterday, pay, visit, manage, sneek, construction, area, ev1, design, different, room, bathroom, outside, house, kitchen, right, enter, house",Mabuchiko,"Mar 13 2017, 03:04 PM",-0.1027
865,"dash, signboard?i, think, ev2, type, b, designhttp://www.simedarbyproperty.com/clients/s..._lowres_5mb.pdf",elmond,"Mar 13 2017, 03:31 PM",0.0
866,"mistaken, s, layout, rumah, selangorku",simplest,"Mar 13 2017, 03:34 PM",-0.3612
867,darc,Mabuchiko,"Mar 13 2017, 04:05 PM",0.0
868,"hi, new, observe, long, time, group, discussion, plan, buy, unit, elmina, ev4/, ev5, stay, appreciate, valuable, comment, previously, look, second, hand, garinia, unit, elmina, garden, like, modern, design, layout, size, consider, new, unit, find, ev4, design, modern, size, small, compare, garinia, roof, system, use, traditional, roof, tile, unlike, garinia, use, rc, roof, slab, hope, know, guy, regard, ev4, /ev5, issue, thank, advance",eddypsm,"Mar 13 2017, 04:24 PM",0.9423
869,"ev4, build, famous, pipe, leak, contractor",lightbulk,"Mar 13 2017, 05:13 PM",-0.34
870,"contractor, ev2, ev1",easywin3,"Mar 13 2017, 06:16 PM",0.0
871,"buy, garinia, u, pick, complete, unit, save, progressive, interest",ykit_88,"Mar 13 2017, 06:23 PM",0.7351
872,"worry, ev, 1,2,3&5, contractor",lightbulk,"Mar 13 2017, 06:27 PM",-0.4404
873,"sure, current, subsale, garinia, presume, 850k-900k.compare, garinia, ev4, garinia, big, land, size",utellme,"Mar 13 2017, 08:27 PM",0.3182
874,"course, elmina, garden, better.-, total, unit, eg, vs, ev, eg, lower-, eg, land, size, bigger-, eg, complete, actual, build, quality-, eg, complete, unit, save, money, loan-, sime, darby, arrange, land, eg",cwyan,"Mar 13 2017, 10:33 PM",0.4939
875,"garinia, ask, price, 834k, 1mil, http://www.mudah.my, selangor, garinia, s, ..., rinia&so=1&st, sfast2, grab",easywin3,"Mar 14 2017, 10:48 AM",0.0
876,"good, price, guess, current, owner, likely, bumi, prime, member, sd, staff, let, unit, 840k., 834, k, buy, ev4, 22x75, unit",utellme,"Mar 14 2017, 11:41 AM",0.4404
877,"thank, yr, comment, disappoint, roofing, system, roof, tile, require, maintenance, future, compare, rc, roof, membrane, prefer, location, ev4, 5, compare, elmina, garden, air, plane, line, direct, elmina, garden, 3, school, near, afraid, noisy, congested, normally, parent, car, park, road, happen, everyday, area",eddypsm,"Mar 14 2017, 11:57 PM",-0.2263
878,"save, money, loan, enlighten",eddypsm,"Mar 15 2017, 01:35 AM",0.7579
879,"save, progressive, interest, construction, period, ...",aaron1717,"Mar 15 2017, 08:09 AM",0.7351
880,"land, property, bad, gua, compare, condo, term, construction, period, yeah, vp, ed, unit, high, psf, entry, lor",chiahau,"Mar 15 2017, 08:11 AM",-0.3182
881,"think, vp, ed, unit, large, size, ...., identical, pricing, ..., haha, ...., low, price, psf, liao, ....",aaron1717,"Mar 15 2017, 08:31 AM",0.2263
882,"unit, cressida",cwyan,"Mar 15 2017, 08:33 AM",0.0
883,"stay, unit, concrete, roof, right, end, year, leaking, time, need, fix, wish, stay, good, old, zinc, roof, buy, ev4, year, hope, regret, start, pay, interest, mot, ev4, purchase",kiwimon,"Mar 15 2017, 12:54 PM",0.8074
884,"mistake, people, buy, ev2, pay, progressive, interest, ..., year, ...., project, build, sell, concept, sdi, tot, mot, 100, cover, sd",redalert,"Mar 15 2017, 12:57 PM",0.0516
885,"new, marketing, gimmick, ev4, 2, rebate, house, mot, free, anymore.following, ecoworld, style",lemina,"Mar 15 2017, 01:00 PM",0.5106
886,"housing, estate, offer, rc, flat, roofing, land, klang, valley, mind, share?rc, flat, roofing, expert, malaysia, good, job, ..., problem, qualified, foreign, worker, need, apply, sealant, 2, 5, yrs, ..., you1, dig, entire, roof, engage, professional, redo, again2, cover, roof, material, zinc, roofingi, remember, 3rd, method",BEANCOUNTER,"Mar 15 2017, 01:32 PM",0.3818
887,"tile, waterproof, layer, like, bathroom",elmond,"Mar 21 2017, 09:08 AM",0.3612
888,huh,BEANCOUNTER,"Mar 21 2017, 10:20 AM",0.0
889,"townhouse, kayu, ara, flat, roof, concrete, bad, settle, roof, neighbor, roof, slip, think, dig, roof, redo, 2, time, treat, area, membrane, injection, finally, piss, apply, sure, u, paint, roof, work, fine, need, repaint, 3, year",kiwimon,"Mar 22 2017, 05:50 PM",-0.1027
890,"yah, mention, try, tile, alot, contractor, expert, time, detect, roof, withstand, rain, 4, 5, day, non, stop, rain",kiwimon,"Mar 22 2017, 10:53 PM",-0.296
891,"sealant, ....., red, green, color, right?ye, need, seal, frequently, long, term, solution",BEANCOUNTER,"Mar 23 2017, 08:17 AM",0.3182
892,"potential, buyer, interest, astelia, cypress, ficus, peak, serissa, terrace, thistle, grove, aralia, clusia, pm, share, referral",chicargo,"Mar 23 2017, 08:38 AM",0.6369
893,"mot, issue, cause, delay, bank, payment, sd, eg, buyer, pay, month, interest, vped, phase, ev2, mot, free",easywin3,"Mar 23 2017, 08:59 AM",0.5574
894,"hi, know, high, voltage, cable, tower, near, elmina, garden, kva",eddypsm,"Mar 23 2017, 09:02 AM",0.0
895,"hi, know, high, voltage, cable, tower, near, elmina, garden, kva?don't, know, sure, distance, far, avoid, health, risk",klangvalleyrookie,"Mar 23 2017, 09:46 AM",-0.6442
896,"hi, know, high, voltage, cable, tower, near, elmina, garden, kva?transmission, main, intake, interconnection, point, 132kv, 275kv, distribution, network, standard, transmission, capacity, voltage, transformation, provide, pmu, follows:--, 132/33kv, 2, x, 90, mva-, 132, /22kv, 2, x, 60, mva-, 132, /11, kv, 2, x, 30, mvasource",iambloodymuch,"Mar 23 2017, 10:06 AM",0.0
