,thread_name,username,post_content,posted_at
171,CONEZION @ IOI RESORT CITY ,Mr.JJchampian,"saw news: buy now , pay later ? any idea?",S
172,CONEZION @ IOI RESORT CITY ,BRE,Should be their deferred payment scheme ie 30% of can be spread into 3-4 instalments of 6 month interval?,O
173,CONEZION @ IOI RESORT CITY ,brensek,,O
174,CONEZION @ IOI RESORT CITY ,alvis5913,Expensive is it?,O
175,CONEZION @ IOI RESORT CITY ,Mr.JJchampian,i saw the bunting hang on puchong also,O
176,CONEZION @ IOI RESORT CITY ,3ton,Still not launching arr.. Any news on sqft price. package.,O
177,CONEZION @ IOI RESORT CITY ,kobealex,The show units and new sales office for conezion is already open with new banners seen around IOI City Mall. The launch should be coming very soon.There are discount vouchers available now but limited to only 100 units. Can enjoy additional discounts on top of launch package and priority booking before launch.,O
178,CONEZION @ IOI RESORT CITY ,propertybbb,Based on propcafe latest review... wah 780sf 2 bedrooms ll be below 500k and from ard 450k. Biggest size near 500psf only. Would be it be bbb? Can book already right?http://propcafe.net/conezion-ioi-resort-city-ioi-properties/,O
179,CONEZION @ IOI RESORT CITY ,investor01,"Looks ok, especially for these hard times the developers cant charge too high as well.Current improvement proposal is for IOI to consider installing an additional security barrier in the lift that only allows the resident to access their floor.. surprise they are not providing as most new condos have that, the system is really not that expensive but it is so useful.As there are many units in a block, hundreds/thousands of residents can potentially access to your unit without any restriction. This is quite bad in terms of safety. With the security system installed in the lift, only residents staying in your floor will have access.Really hope IOI considers this..",O
180,CONEZION @ IOI RESORT CITY ,kochin,i meant masterplan for conezion only and not the entire thing.eg. how many blocks and their position. is shop below SA or separated. etc.,O
181,CONEZION @ IOI RESORT CITY ,chicargo,"Floor plan is also up on the website, number of bathrooms look good",O
182,CONEZION @ IOI RESORT CITY ,chicargo,d,N
183,CONEZION @ IOI RESORT CITY ,PeriPeri2014,Preview +booking on 3rd week of oct,N
184,CONEZION @ IOI RESORT CITY ,investor01,"i was looking forward to this property, however just checked that the price is RM 600,000 for 750sft!! Thats super expensive. The location is still putrajaya, they just a have a mall there..For that pricing, if put just 10- 15% more can get a nice condo at around KLCC area which has more malls, offices, restaurants and transport connectivity..So unless they are planning on giving a good 20% rebate...i would classify this as overpriced..Too bad..",N
185,CONEZION @ IOI RESORT CITY ,dreamer2020,after discount 500k+ still ok laimpossible they sell under 500k in tis area,N
186,CONEZION @ IOI RESORT CITY ,investor01,500-510k ok la..if 570K+ not ok for 750sft..Puteri Palma subsale is going for RM 750k+ for 1500sft..and im talking about the relatively new and nice low rise units with only 2 units per floor...The older phases for puteri palma is much cheaper.,N
187,CONEZION @ IOI RESORT CITY ,dreamer2020,u r right toorm750k+ for 1500sft really good buy,D
188,CONEZION @ IOI RESORT CITY ,investor01,"yea lor..IOI should recognize the current market sentiment, alot of developers are offering much better deals at lower prices..Plus this area at the moment has only got the mall..no offices, no public transport etc..why price it so high?Hopefully they are offering a rally good deal..otherwise..no for me :-)",D
189,CONEZION @ IOI RESORT CITY ,MrHunter,"Based on the pricing of Le Pavilion by IOI, perhaps they may price it nett at reasonable price too. For those want to stay near to big mall. This could be the one. Palma puteri ..still value for money.",J
190,CONEZION @ IOI RESORT CITY ,chicargo,http://www.theedgeproperty.com.my/content/...t-office-towers,S
191,CONEZION @ IOI RESORT CITY ,Mr.JJchampian,"saw news: buy now , pay later ? any idea?",O
192,CONEZION @ IOI RESORT CITY ,BRE,Should be their deferred payment scheme ie 30% of can be spread into 3-4 instalments of 6 month interval?,O
193,CONEZION @ IOI RESORT CITY ,brensek,,O
194,CONEZION @ IOI RESORT CITY ,alvis5913,Expensive is it?,O
195,CONEZION @ IOI RESORT CITY ,Mr.JJchampian,i saw the bunting hang on puchong also,O
196,CONEZION @ IOI RESORT CITY ,3ton,Still not launching arr.. Any news on sqft price. package.,O
197,CONEZION @ IOI RESORT CITY ,kobealex,The show units and new sales office for conezion is already open with new banners seen around IOI City Mall. The launch should be coming very soon.There are discount vouchers available now but limited to only 100 units. Can enjoy additional discounts on top of launch package and priority booking before launch.,O
198,CONEZION @ IOI RESORT CITY ,propertybbb,Based on propcafe latest review... wah 780sf 2 bedrooms ll be below 500k and from ard 450k. Biggest size near 500psf only. Would be it be bbb? Can book already right?http://propcafe.net/conezion-ioi-resort-city-ioi-properties/,O
199,CONEZION @ IOI RESORT CITY ,investor01,"Looks ok, especially for these hard times the developers cant charge too high as well.Current improvement proposal is for IOI to consider installing an additional security barrier in the lift that only allows the resident to access their floor.. surprise they are not providing as most new condos have that, the system is really not that expensive but it is so useful.As there are many units in a block, hundreds/thousands of residents can potentially access to your unit without any restriction. This is quite bad in terms of safety. With the security system installed in the lift, only residents staying in your floor will have access.Really hope IOI considers this..",O
200,CONEZION @ IOI RESORT CITY ,kochin,i meant masterplan for conezion only and not the entire thing.eg. how many blocks and their position. is shop below SA or separated. etc.,O
201,CONEZION @ IOI RESORT CITY ,chicargo,"Floor plan is also up on the website, number of bathrooms look good",N
202,CONEZION @ IOI RESORT CITY ,chicargo,d,N
203,CONEZION @ IOI RESORT CITY ,PeriPeri2014,Preview +booking on 3rd week of oct,N
204,CONEZION @ IOI RESORT CITY ,investor01,"i was looking forward to this property, however just checked that the price is RM 600,000 for 750sft!! Thats super expensive. The location is still putrajaya, they just a have a mall there..For that pricing, if put just 10- 15% more can get a nice condo at around KLCC area which has more malls, offices, restaurants and transport connectivity..So unless they are planning on giving a good 20% rebate...i would classify this as overpriced..Too bad..",N
205,CONEZION @ IOI RESORT CITY ,dreamer2020,after discount 500k+ still ok laimpossible they sell under 500k in tis area,N
206,CONEZION @ IOI RESORT CITY ,investor01,500-510k ok la..if 570K+ not ok for 750sft..Puteri Palma subsale is going for RM 750k+ for 1500sft..and im talking about the relatively new and nice low rise units with only 2 units per floor...The older phases for puteri palma is much cheaper.,D
207,CONEZION @ IOI RESORT CITY ,dreamer2020,u r right toorm750k+ for 1500sft really good buy,D
208,CONEZION @ IOI RESORT CITY ,investor01,"yea lor..IOI should recognize the current market sentiment, alot of developers are offering much better deals at lower prices..Plus this area at the moment has only got the mall..no offices, no public transport etc..why price it so high?Hopefully they are offering a rally good deal..otherwise..no for me :-)",J
209,CONEZION @ IOI RESORT CITY ,MrHunter,"Based on the pricing of Le Pavilion by IOI, perhaps they may price it nett at reasonable price too. For those want to stay near to big mall. This could be the one. Palma puteri ..still value for money.",S
210,CONEZION @ IOI RESORT CITY ,chicargo,http://www.theedgeproperty.com.my/content/...t-office-towers,O
211,CONEZION @ IOI RESORT CITY ,Mr.JJchampian,"saw news: buy now , pay later ? any idea?",O
212,CONEZION @ IOI RESORT CITY ,BRE,Should be their deferred payment scheme ie 30% of can be spread into 3-4 instalments of 6 month interval?,O
213,CONEZION @ IOI RESORT CITY ,brensek,,O
214,CONEZION @ IOI RESORT CITY ,alvis5913,Expensive is it?,O
215,CONEZION @ IOI RESORT CITY ,Mr.JJchampian,i saw the bunting hang on puchong also,O
216,CONEZION @ IOI RESORT CITY ,3ton,Still not launching arr.. Any news on sqft price. package.,O
217,CONEZION @ IOI RESORT CITY ,kobealex,The show units and new sales office for conezion is already open with new banners seen around IOI City Mall. The launch should be coming very soon.There are discount vouchers available now but limited to only 100 units. Can enjoy additional discounts on top of launch package and priority booking before launch.,O
218,CONEZION @ IOI RESORT CITY ,propertybbb,Based on propcafe latest review... wah 780sf 2 bedrooms ll be below 500k and from ard 450k. Biggest size near 500psf only. Would be it be bbb? Can book already right?http://propcafe.net/conezion-ioi-resort-city-ioi-properties/,O
219,CONEZION @ IOI RESORT CITY ,investor01,"Looks ok, especially for these hard times the developers cant charge too high as well.Current improvement proposal is for IOI to consider installing an additional security barrier in the lift that only allows the resident to access their floor.. surprise they are not providing as most new condos have that, the system is really not that expensive but it is so useful.As there are many units in a block, hundreds/thousands of residents can potentially access to your unit without any restriction. This is quite bad in terms of safety. With the security system installed in the lift, only residents staying in your floor will have access.Really hope IOI considers this..",O
220,CONEZION @ IOI RESORT CITY ,kochin,i meant masterplan for conezion only and not the entire thing.eg. how many blocks and their position. is shop below SA or separated. etc.,N
221,CONEZION @ IOI RESORT CITY ,chicargo,"Floor plan is also up on the website, number of bathrooms look good",N
222,CONEZION @ IOI RESORT CITY ,chicargo,d,N
223,CONEZION @ IOI RESORT CITY ,PeriPeri2014,Preview +booking on 3rd week of oct,N
224,CONEZION @ IOI RESORT CITY ,investor01,"i was looking forward to this property, however just checked that the price is RM 600,000 for 750sft!! Thats super expensive. The location is still putrajaya, they just a have a mall there..For that pricing, if put just 10- 15% more can get a nice condo at around KLCC area which has more malls, offices, restaurants and transport connectivity..So unless they are planning on giving a good 20% rebate...i would classify this as overpriced..Too bad..",N
225,CONEZION @ IOI RESORT CITY ,dreamer2020,after discount 500k+ still ok laimpossible they sell under 500k in tis area,D
226,CONEZION @ IOI RESORT CITY ,investor01,500-510k ok la..if 570K+ not ok for 750sft..Puteri Palma subsale is going for RM 750k+ for 1500sft..and im talking about the relatively new and nice low rise units with only 2 units per floor...The older phases for puteri palma is much cheaper.,D
227,CONEZION @ IOI RESORT CITY ,dreamer2020,u r right toorm750k+ for 1500sft really good buy,J
228,CONEZION @ IOI RESORT CITY ,investor01,"yea lor..IOI should recognize the current market sentiment, alot of developers are offering much better deals at lower prices..Plus this area at the moment has only got the mall..no offices, no public transport etc..why price it so high?Hopefully they are offering a rally good deal..otherwise..no for me :-)",S
229,CONEZION @ IOI RESORT CITY ,MrHunter,"Based on the pricing of Le Pavilion by IOI, perhaps they may price it nett at reasonable price too. For those want to stay near to big mall. This could be the one. Palma puteri ..still value for money.",O
230,CONEZION @ IOI RESORT CITY ,chicargo,http://www.theedgeproperty.com.my/content/...t-office-towers,O
231,CONEZION @ IOI RESORT CITY ,Mr.JJchampian,"saw news: buy now , pay later ? any idea?",O
232,CONEZION @ IOI RESORT CITY ,BRE,Should be their deferred payment scheme ie 30% of can be spread into 3-4 instalments of 6 month interval?,O
233,CONEZION @ IOI RESORT CITY ,brensek,,O
234,CONEZION @ IOI RESORT CITY ,alvis5913,Expensive is it?,O
235,CONEZION @ IOI RESORT CITY ,Mr.JJchampian,i saw the bunting hang on puchong also,O
236,CONEZION @ IOI RESORT CITY ,3ton,Still not launching arr.. Any news on sqft price. package.,O
237,CONEZION @ IOI RESORT CITY ,kobealex,The show units and new sales office for conezion is already open with new banners seen around IOI City Mall. The launch should be coming very soon.There are discount vouchers available now but limited to only 100 units. Can enjoy additional discounts on top of launch package and priority booking before launch.,O
238,CONEZION @ IOI RESORT CITY ,propertybbb,Based on propcafe latest review... wah 780sf 2 bedrooms ll be below 500k and from ard 450k. Biggest size near 500psf only. Would be it be bbb? Can book already right?http://propcafe.net/conezion-ioi-resort-city-ioi-properties/,O
239,CONEZION @ IOI RESORT CITY ,investor01,"Looks ok, especially for these hard times the developers cant charge too high as well.Current improvement proposal is for IOI to consider installing an additional security barrier in the lift that only allows the resident to access their floor.. surprise they are not providing as most new condos have that, the system is really not that expensive but it is so useful.As there are many units in a block, hundreds/thousands of residents can potentially access to your unit without any restriction. This is quite bad in terms of safety. With the security system installed in the lift, only residents staying in your floor will have access.Really hope IOI considers this..",N
240,CONEZION @ IOI RESORT CITY ,kochin,i meant masterplan for conezion only and not the entire thing.eg. how many blocks and their position. is shop below SA or separated. etc.,N
241,CONEZION @ IOI RESORT CITY ,chicargo,"Floor plan is also up on the website, number of bathrooms look good",N
242,CONEZION @ IOI RESORT CITY ,chicargo,d,N
243,CONEZION @ IOI RESORT CITY ,PeriPeri2014,Preview +booking on 3rd week of oct,N
244,CONEZION @ IOI RESORT CITY ,investor01,"i was looking forward to this property, however just checked that the price is RM 600,000 for 750sft!! Thats super expensive. The location is still putrajaya, they just a have a mall there..For that pricing, if put just 10- 15% more can get a nice condo at around KLCC area which has more malls, offices, restaurants and transport connectivity..So unless they are planning on giving a good 20% rebate...i would classify this as overpriced..Too bad..",D
245,CONEZION @ IOI RESORT CITY ,dreamer2020,after discount 500k+ still ok laimpossible they sell under 500k in tis area,D
246,CONEZION @ IOI RESORT CITY ,investor01,500-510k ok la..if 570K+ not ok for 750sft..Puteri Palma subsale is going for RM 750k+ for 1500sft..and im talking about the relatively new and nice low rise units with only 2 units per floor...The older phases for puteri palma is much cheaper.,J
247,CONEZION @ IOI RESORT CITY ,dreamer2020,u r right toorm750k+ for 1500sft really good buy,S
248,CONEZION @ IOI RESORT CITY ,investor01,"yea lor..IOI should recognize the current market sentiment, alot of developers are offering much better deals at lower prices..Plus this area at the moment has only got the mall..no offices, no public transport etc..why price it so high?Hopefully they are offering a rally good deal..otherwise..no for me :-)",O
249,CONEZION @ IOI RESORT CITY ,MrHunter,"Based on the pricing of Le Pavilion by IOI, perhaps they may price it nett at reasonable price too. For those want to stay near to big mall. This could be the one. Palma puteri ..still value for money.",O
250,CONEZION @ IOI RESORT CITY ,chicargo,http://www.theedgeproperty.com.my/content/...t-office-towers,O
251,CONEZION @ IOI RESORT CITY ,Mr.JJchampian,"saw news: buy now , pay later ? any idea?",O
252,CONEZION @ IOI RESORT CITY ,BRE,Should be their deferred payment scheme ie 30% of can be spread into 3-4 instalments of 6 month interval?,O
253,CONEZION @ IOI RESORT CITY ,brensek,,O
254,CONEZION @ IOI RESORT CITY ,alvis5913,Expensive is it?,O
255,CONEZION @ IOI RESORT CITY ,Mr.JJchampian,i saw the bunting hang on puchong also,O
256,CONEZION @ IOI RESORT CITY ,3ton,Still not launching arr.. Any news on sqft price. package.,O
257,CONEZION @ IOI RESORT CITY ,kobealex,The show units and new sales office for conezion is already open with new banners seen around IOI City Mall. The launch should be coming very soon.There are discount vouchers available now but limited to only 100 units. Can enjoy additional discounts on top of launch package and priority booking before launch.,O
258,CONEZION @ IOI RESORT CITY ,propertybbb,Based on propcafe latest review... wah 780sf 2 bedrooms ll be below 500k and from ard 450k. Biggest size near 500psf only. Would be it be bbb? Can book already right?http://propcafe.net/conezion-ioi-resort-city-ioi-properties/,N
259,CONEZION @ IOI RESORT CITY ,investor01,"Looks ok, especially for these hard times the developers cant charge too high as well.Current improvement proposal is for IOI to consider installing an additional security barrier in the lift that only allows the resident to access their floor.. surprise they are not providing as most new condos have that, the system is really not that expensive but it is so useful.As there are many units in a block, hundreds/thousands of residents can potentially access to your unit without any restriction. This is quite bad in terms of safety. With the security system installed in the lift, only residents staying in your floor will have access.Really hope IOI considers this..",N
260,CONEZION @ IOI RESORT CITY ,kochin,i meant masterplan for conezion only and not the entire thing.eg. how many blocks and their position. is shop below SA or separated. etc.,N
261,CONEZION @ IOI RESORT CITY ,chicargo,"Floor plan is also up on the website, number of bathrooms look good",N
262,CONEZION @ IOI RESORT CITY ,chicargo,d,N
263,CONEZION @ IOI RESORT CITY ,PeriPeri2014,Preview +booking on 3rd week of oct,D
264,CONEZION @ IOI RESORT CITY ,investor01,"i was looking forward to this property, however just checked that the price is RM 600,000 for 750sft!! Thats super expensive. The location is still putrajaya, they just a have a mall there..For that pricing, if put just 10- 15% more can get a nice condo at around KLCC area which has more malls, offices, restaurants and transport connectivity..So unless they are planning on giving a good 20% rebate...i would classify this as overpriced..Too bad..",D
265,CONEZION @ IOI RESORT CITY ,dreamer2020,after discount 500k+ still ok laimpossible they sell under 500k in tis area,J
266,CONEZION @ IOI RESORT CITY ,investor01,500-510k ok la..if 570K+ not ok for 750sft..Puteri Palma subsale is going for RM 750k+ for 1500sft..and im talking about the relatively new and nice low rise units with only 2 units per floor...The older phases for puteri palma is much cheaper.,S
267,CONEZION @ IOI RESORT CITY ,dreamer2020,u r right toorm750k+ for 1500sft really good buy,O
268,CONEZION @ IOI RESORT CITY ,investor01,"yea lor..IOI should recognize the current market sentiment, alot of developers are offering much better deals at lower prices..Plus this area at the moment has only got the mall..no offices, no public transport etc..why price it so high?Hopefully they are offering a rally good deal..otherwise..no for me :-)",O
269,CONEZION @ IOI RESORT CITY ,MrHunter,"Based on the pricing of Le Pavilion by IOI, perhaps they may price it nett at reasonable price too. For those want to stay near to big mall. This could be the one. Palma puteri ..still value for money.",O
270,CONEZION @ IOI RESORT CITY ,chicargo,http://www.theedgeproperty.com.my/content/...t-office-towers,O
271,CONEZION @ IOI RESORT CITY ,Mr.JJchampian,"saw news: buy now , pay later ? any idea?",O
272,CONEZION @ IOI RESORT CITY ,BRE,Should be their deferred payment scheme ie 30% of can be spread into 3-4 instalments of 6 month interval?,O
273,CONEZION @ IOI RESORT CITY ,brensek,,O
274,CONEZION @ IOI RESORT CITY ,alvis5913,Expensive is it?,O
275,CONEZION @ IOI RESORT CITY ,Mr.JJchampian,i saw the bunting hang on puchong also,O
276,CONEZION @ IOI RESORT CITY ,3ton,Still not launching arr.. Any news on sqft price. package.,O
277,CONEZION @ IOI RESORT CITY ,kobealex,The show units and new sales office for conezion is already open with new banners seen around IOI City Mall. The launch should be coming very soon.There are discount vouchers available now but limited to only 100 units. Can enjoy additional discounts on top of launch package and priority booking before launch.,N
278,CONEZION @ IOI RESORT CITY ,propertybbb,Based on propcafe latest review... wah 780sf 2 bedrooms ll be below 500k and from ard 450k. Biggest size near 500psf only. Would be it be bbb? Can book already right?http://propcafe.net/conezion-ioi-resort-city-ioi-properties/,N
279,CONEZION @ IOI RESORT CITY ,investor01,"Looks ok, especially for these hard times the developers cant charge too high as well.Current improvement proposal is for IOI to consider installing an additional security barrier in the lift that only allows the resident to access their floor.. surprise they are not providing as most new condos have that, the system is really not that expensive but it is so useful.As there are many units in a block, hundreds/thousands of residents can potentially access to your unit without any restriction. This is quite bad in terms of safety. With the security system installed in the lift, only residents staying in your floor will have access.Really hope IOI considers this..",N
280,CONEZION @ IOI RESORT CITY ,kochin,i meant masterplan for conezion only and not the entire thing.eg. how many blocks and their position. is shop below SA or separated. etc.,N
281,CONEZION @ IOI RESORT CITY ,chicargo,"Floor plan is also up on the website, number of bathrooms look good",N
282,CONEZION @ IOI RESORT CITY ,chicargo,d,D
283,CONEZION @ IOI RESORT CITY ,PeriPeri2014,Preview +booking on 3rd week of oct,D
284,CONEZION @ IOI RESORT CITY ,investor01,"i was looking forward to this property, however just checked that the price is RM 600,000 for 750sft!! Thats super expensive. The location is still putrajaya, they just a have a mall there..For that pricing, if put just 10- 15% more can get a nice condo at around KLCC area which has more malls, offices, restaurants and transport connectivity..So unless they are planning on giving a good 20% rebate...i would classify this as overpriced..Too bad..",J
285,CONEZION @ IOI RESORT CITY ,dreamer2020,after discount 500k+ still ok laimpossible they sell under 500k in tis area,S
286,CONEZION @ IOI RESORT CITY ,investor01,500-510k ok la..if 570K+ not ok for 750sft..Puteri Palma subsale is going for RM 750k+ for 1500sft..and im talking about the relatively new and nice low rise units with only 2 units per floor...The older phases for puteri palma is much cheaper.,O
287,CONEZION @ IOI RESORT CITY ,dreamer2020,u r right toorm750k+ for 1500sft really good buy,O
288,CONEZION @ IOI RESORT CITY ,investor01,"yea lor..IOI should recognize the current market sentiment, alot of developers are offering much better deals at lower prices..Plus this area at the moment has only got the mall..no offices, no public transport etc..why price it so high?Hopefully they are offering a rally good deal..otherwise..no for me :-)",O
289,CONEZION @ IOI RESORT CITY ,MrHunter,"Based on the pricing of Le Pavilion by IOI, perhaps they may price it nett at reasonable price too. For those want to stay near to big mall. This could be the one. Palma puteri ..still value for money.",O
290,CONEZION @ IOI RESORT CITY ,chicargo,http://www.theedgeproperty.com.my/content/...t-office-towers,O
291,CONEZION @ IOI RESORT CITY ,Mr.JJchampian,"saw news: buy now , pay later ? any idea?",O
292,CONEZION @ IOI RESORT CITY ,BRE,Should be their deferred payment scheme ie 30% of can be spread into 3-4 instalments of 6 month interval?,O
293,CONEZION @ IOI RESORT CITY ,brensek,,O
294,CONEZION @ IOI RESORT CITY ,alvis5913,Expensive is it?,O
295,CONEZION @ IOI RESORT CITY ,Mr.JJchampian,i saw the bunting hang on puchong also,O
296,CONEZION @ IOI RESORT CITY ,3ton,Still not launching arr.. Any news on sqft price. package.,N
297,CONEZION @ IOI RESORT CITY ,kobealex,The show units and new sales office for conezion is already open with new banners seen around IOI City Mall. The launch should be coming very soon.There are discount vouchers available now but limited to only 100 units. Can enjoy additional discounts on top of launch package and priority booking before launch.,N
298,CONEZION @ IOI RESORT CITY ,propertybbb,Based on propcafe latest review... wah 780sf 2 bedrooms ll be below 500k and from ard 450k. Biggest size near 500psf only. Would be it be bbb? Can book already right?http://propcafe.net/conezion-ioi-resort-city-ioi-properties/,N
299,CONEZION @ IOI RESORT CITY ,investor01,"Looks ok, especially for these hard times the developers cant charge too high as well.Current improvement proposal is for IOI to consider installing an additional security barrier in the lift that only allows the resident to access their floor.. surprise they are not providing as most new condos have that, the system is really not that expensive but it is so useful.As there are many units in a block, hundreds/thousands of residents can potentially access to your unit without any restriction. This is quite bad in terms of safety. With the security system installed in the lift, only residents staying in your floor will have access.Really hope IOI considers this..",N
300,CONEZION @ IOI RESORT CITY ,kochin,i meant masterplan for conezion only and not the entire thing.eg. how many blocks and their position. is shop below SA or separated. etc.,N
301,CONEZION @ IOI RESORT CITY ,chicargo,"Floor plan is also up on the website, number of bathrooms look good",D
302,CONEZION @ IOI RESORT CITY ,chicargo,d,D
303,CONEZION @ IOI RESORT CITY ,PeriPeri2014,Preview +booking on 3rd week of oct,J
304,CONEZION @ IOI RESORT CITY ,investor01,"i was looking forward to this property, however just checked that the price is RM 600,000 for 750sft!! Thats super expensive. The location is still putrajaya, they just a have a mall there..For that pricing, if put just 10- 15% more can get a nice condo at around KLCC area which has more malls, offices, restaurants and transport connectivity..So unless they are planning on giving a good 20% rebate...i would classify this as overpriced..Too bad..",S
305,CONEZION @ IOI RESORT CITY ,dreamer2020,after discount 500k+ still ok laimpossible they sell under 500k in tis area,O
306,CONEZION @ IOI RESORT CITY ,investor01,500-510k ok la..if 570K+ not ok for 750sft..Puteri Palma subsale is going for RM 750k+ for 1500sft..and im talking about the relatively new and nice low rise units with only 2 units per floor...The older phases for puteri palma is much cheaper.,O
307,CONEZION @ IOI RESORT CITY ,dreamer2020,u r right toorm750k+ for 1500sft really good buy,O
308,CONEZION @ IOI RESORT CITY ,investor01,"yea lor..IOI should recognize the current market sentiment, alot of developers are offering much better deals at lower prices..Plus this area at the moment has only got the mall..no offices, no public transport etc..why price it so high?Hopefully they are offering a rally good deal..otherwise..no for me :-)",O
309,CONEZION @ IOI RESORT CITY ,MrHunter,"Based on the pricing of Le Pavilion by IOI, perhaps they may price it nett at reasonable price too. For those want to stay near to big mall. This could be the one. Palma puteri ..still value for money.",O
310,CONEZION @ IOI RESORT CITY ,chicargo,http://www.theedgeproperty.com.my/content/...t-office-towers,O
311,CONEZION @ IOI RESORT CITY ,Mr.JJchampian,"saw news: buy now , pay later ? any idea?",O
312,CONEZION @ IOI RESORT CITY ,BRE,Should be their deferred payment scheme ie 30% of can be spread into 3-4 instalments of 6 month interval?,O
313,CONEZION @ IOI RESORT CITY ,brensek,,O
314,CONEZION @ IOI RESORT CITY ,alvis5913,Expensive is it?,O
315,CONEZION @ IOI RESORT CITY ,Mr.JJchampian,i saw the bunting hang on puchong also,N
316,CONEZION @ IOI RESORT CITY ,3ton,Still not launching arr.. Any news on sqft price. package.,N
317,CONEZION @ IOI RESORT CITY ,kobealex,The show units and new sales office for conezion is already open with new banners seen around IOI City Mall. The launch should be coming very soon.There are discount vouchers available now but limited to only 100 units. Can enjoy additional discounts on top of launch package and priority booking before launch.,N
318,CONEZION @ IOI RESORT CITY ,propertybbb,Based on propcafe latest review... wah 780sf 2 bedrooms ll be below 500k and from ard 450k. Biggest size near 500psf only. Would be it be bbb? Can book already right?http://propcafe.net/conezion-ioi-resort-city-ioi-properties/,N
319,CONEZION @ IOI RESORT CITY ,investor01,"Looks ok, especially for these hard times the developers cant charge too high as well.Current improvement proposal is for IOI to consider installing an additional security barrier in the lift that only allows the resident to access their floor.. surprise they are not providing as most new condos have that, the system is really not that expensive but it is so useful.As there are many units in a block, hundreds/thousands of residents can potentially access to your unit without any restriction. This is quite bad in terms of safety. With the security system installed in the lift, only residents staying in your floor will have access.Really hope IOI considers this..",N
320,CONEZION @ IOI RESORT CITY ,kochin,i meant masterplan for conezion only and not the entire thing.eg. how many blocks and their position. is shop below SA or separated. etc.,D
321,CONEZION @ IOI RESORT CITY ,chicargo,"Floor plan is also up on the website, number of bathrooms look good",D
322,CONEZION @ IOI RESORT CITY ,chicargo,d,J
323,CONEZION @ IOI RESORT CITY ,PeriPeri2014,Preview +booking on 3rd week of oct,S
324,CONEZION @ IOI RESORT CITY ,investor01,"i was looking forward to this property, however just checked that the price is RM 600,000 for 750sft!! Thats super expensive. The location is still putrajaya, they just a have a mall there..For that pricing, if put just 10- 15% more can get a nice condo at around KLCC area which has more malls, offices, restaurants and transport connectivity..So unless they are planning on giving a good 20% rebate...i would classify this as overpriced..Too bad..",O
325,CONEZION @ IOI RESORT CITY ,dreamer2020,after discount 500k+ still ok laimpossible they sell under 500k in tis area,O
326,CONEZION @ IOI RESORT CITY ,investor01,500-510k ok la..if 570K+ not ok for 750sft..Puteri Palma subsale is going for RM 750k+ for 1500sft..and im talking about the relatively new and nice low rise units with only 2 units per floor...The older phases for puteri palma is much cheaper.,O
327,CONEZION @ IOI RESORT CITY ,dreamer2020,u r right toorm750k+ for 1500sft really good buy,O
328,CONEZION @ IOI RESORT CITY ,investor01,"yea lor..IOI should recognize the current market sentiment, alot of developers are offering much better deals at lower prices..Plus this area at the moment has only got the mall..no offices, no public transport etc..why price it so high?Hopefully they are offering a rally good deal..otherwise..no for me :-)",O
329,CONEZION @ IOI RESORT CITY ,MrHunter,"Based on the pricing of Le Pavilion by IOI, perhaps they may price it nett at reasonable price too. For those want to stay near to big mall. This could be the one. Palma puteri ..still value for money.",O
330,CONEZION @ IOI RESORT CITY ,chicargo,http://www.theedgeproperty.com.my/content/...t-office-towers,O
331,CONEZION @ IOI RESORT CITY ,Mr.JJchampian,"saw news: buy now , pay later ? any idea?",O
332,CONEZION @ IOI RESORT CITY ,BRE,Should be their deferred payment scheme ie 30% of can be spread into 3-4 instalments of 6 month interval?,O
333,CONEZION @ IOI RESORT CITY ,brensek,,O
334,CONEZION @ IOI RESORT CITY ,alvis5913,Expensive is it?,N
335,CONEZION @ IOI RESORT CITY ,Mr.JJchampian,i saw the bunting hang on puchong also,N
336,CONEZION @ IOI RESORT CITY ,3ton,Still not launching arr.. Any news on sqft price. package.,N
337,CONEZION @ IOI RESORT CITY ,kobealex,The show units and new sales office for conezion is already open with new banners seen around IOI City Mall. The launch should be coming very soon.There are discount vouchers available now but limited to only 100 units. Can enjoy additional discounts on top of launch package and priority booking before launch.,N
338,CONEZION @ IOI RESORT CITY ,propertybbb,Based on propcafe latest review... wah 780sf 2 bedrooms ll be below 500k and from ard 450k. Biggest size near 500psf only. Would be it be bbb? Can book already right?http://propcafe.net/conezion-ioi-resort-city-ioi-properties/,N
339,CONEZION @ IOI RESORT CITY ,investor01,"Looks ok, especially for these hard times the developers cant charge too high as well.Current improvement proposal is for IOI to consider installing an additional security barrier in the lift that only allows the resident to access their floor.. surprise they are not providing as most new condos have that, the system is really not that expensive but it is so useful.As there are many units in a block, hundreds/thousands of residents can potentially access to your unit without any restriction. This is quite bad in terms of safety. With the security system installed in the lift, only residents staying in your floor will have access.Really hope IOI considers this..",D
340,CONEZION @ IOI RESORT CITY ,kochin,i meant masterplan for conezion only and not the entire thing.eg. how many blocks and their position. is shop below SA or separated. etc.,D
341,CONEZION @ IOI RESORT CITY ,chicargo,"Floor plan is also up on the website, number of bathrooms look good",J
342,CONEZION @ IOI RESORT CITY ,chicargo,d,S
343,CONEZION @ IOI RESORT CITY ,PeriPeri2014,Preview +booking on 3rd week of oct,O
