,thread_name,username,post_content,posted_at
144,Oasis 2 @Kajang Mutiara Heights,Nith_Nath,"Is there a WA group for Oasis 2 buyers? If no, maybe we can create one? Just my thought.","Jul 23 2018, 11:26 AM"
145,Oasis 2 @Kajang Mutiara Heights,kimyao0829,"Yes, there is a existing Whatsapp group for Oasis 2 buyer. Please PM me your SNP cover and your unit number, so that I can add you in the whatsapp group. Thanks","Jul 26 2018, 02:56 PM"
146,Oasis 2 @Kajang Mutiara Heights,Talbac,.,"Aug 9 2018, 11:09 AM"
147,Oasis 2 @Kajang Mutiara Heights,WahBiang,Meaning now total got 15% rebate? The developer so cash rich... Low dense condo but they make the area dense?,"Aug 9 2018, 11:14 PM"
148,Oasis 2 @Kajang Mutiara Heights,Nicole1212,I’m oasis 2 buyer also ... how can I add u whatapps group ?,"Aug 10 2018, 08:17 PM"
149,Oasis 2 @Kajang Mutiara Heights,Talbac,"Buy Oasis, its the best offer now. It is spacious and good for own stay.","Sep 9 2018, 04:31 PM"
150,Oasis 2 @Kajang Mutiara Heights,limkalis1100,Pls call me 0122667953,"Oct 10 2018, 11:35 AM"
151,Oasis 2 @Kajang Mutiara Heights,chm46,I am a Oasis 2 buyer too... how do I PM you the photo as you request? Can't seems to find the button here.,"Oct 23 2018, 10:40 AM"
152,Oasis 2 @Kajang Mutiara Heights,Geminirabbit,i'm oasis 2 buyer too...but i haven't get my snp,"Nov 28 2018, 04:03 PM"
153,Oasis 2 @Kajang Mutiara Heights,puiyee26,"I'm Oasis 2 buyer, my unit number 22-08, (012-6249298) can any one add me to the Whatapps Group. Thanks","Nov 28 2018, 05:17 PM"
154,Oasis 2 @Kajang Mutiara Heights,kelloo,"Oasis 2,my unit number 3003. can admin add me to the Whatapps Group. Thanks.","Dec 4 2018, 12:53 AM"
155,Oasis 2 @Kajang Mutiara Heights,Maddy81,"Those who has already signed SNP can join the Official Facebook Group for Oasis 2 Homeowners at : https://www.facebook.com/groups/Oasis2.Residence/ (Or search Facebook groups for ""Oasis 2 Residence, Mutiara Heights, Kajang""Please Message the Facebook Group admin:1. An image of your SNP cover (only unit number and your name required)2. Once you membership has been accepted you can click on our WhatsApp group link to join and communicate with all home owners of Oasis 2Rest assured that the admins here are all fellow neighbours and are not collecting personal particulars such as IC & etc. We appreciate your understanding and co-operation. TQ!","Apr 21 2019, 10:11 AM"
156,Oasis 2 @Kajang Mutiara Heights,Olivia Nga,,"Apr 21 2019, 02:07 PM"
157,Oasis 2 @Kajang Mutiara Heights,orange593,can Pm Admin WhatsApp number? Will send SNP cover in WhatsApp.,"Apr 30 2019, 07:04 PM"
158,Oasis 2 @Kajang Mutiara Heights,nike89,"tnb and syabas account opening in progress, anyone has update when will be vp?","Apr 30 2019, 10:16 PM"
159,Oasis 2 @Kajang Mutiara Heights,theanswerL2,"for my info , O1 is not rubbish room, you need deliver rubbish to carpark floor or ground floor.and also no car wash bay.finishing of condo sendiri watch out.what you pay , what you get.all the best .but the mutiara height is the good enviroment to stay if you like quite zone.TLS seeking feng shui consultant to build the project. hopefully every owner stay heng heng.for those interested buyer , and not really care bout unit number and floor , you can buy when vp time. to save your progessive interest.owner refer buyer still get referal comission.for those cash rich and able to pay downpayment. you can look for ameera , price lower than o1 and o2 , facilities is lppl ,lay up is plus minus same, nego with owner , get zero downpayment or markup for renovation fund.but surrounding mutiara heights o1 and o2 is consider (macam high end condo) , i saw husband wife snap wedding shooting in the round about . video as well. water foutain like mont kiara 10 and mont kiara 11 , macam yes ya.for malay friend no issue, f&b easily can get .for chinese friend , chinese f&b kajang , bandar tek kajang, c180 or m.cherasfor those who work in kl city centre please think twice or third. you need 1hour 15 min to reach in kl .all the best for all future owner .","May 1 2019, 11:22 AM"
160,Oasis 2 @Kajang Mutiara Heights,theanswerL2,"hahahahaha, bro wb is senior here and expert o1 and o2, chinse said ""lou shi fut"" ,bro wb from o1 talk till now. he is super good in analysis. today i read back o2 thread, see wb still active here. keep it on wb bro.","Sep 18 2019, 12:22 AM"
161,Oasis 2 @Kajang Mutiara Heights,BRE,Wah biang eh! So bro wb still havent bought o1 or o2?😄😆,"Sep 18 2019, 09:10 PM"
162,Oasis 2 @Kajang Mutiara Heights,theanswerL2,bro wb is expert pro. many property on hand. and active in lyn.dont play play.,"Sep 18 2019, 09:12 PM"
163,Oasis 2 @Kajang Mutiara Heights,MsDream12345,"Pm referral fee, any idea on their new project opal resident?","Oct 8 2019, 02:52 PM"
164,Oasis 2 @Kajang Mutiara Heights,trd8987,Developer units still selling? What r d rebates?,"Oct 8 2019, 03:21 PM"
165,Oasis 2 @Kajang Mutiara Heights,hunter889,Pm done,"Nov 6 2019, 05:41 PM"
166,Oasis 2 @Kajang Mutiara Heights,WahBiang,HOC??,"Nov 14 2019, 12:59 AM"
167,Oasis 2 @Kajang Mutiara Heights,hunter889,No HOC for Oasis 2.,"Nov 30 2019, 09:07 PM"
168,Oasis 2 @Kajang Mutiara Heights,AskarPerang,"Oasis 2 lelong unit. Launching price from 380 per sqft last time.Now you can get a unit from the lelong market at 285 per sqft upon project completion.13-10, Oasis 2, Jalan Mutiara 3, Mutiara HeightsReserve price🔥🔥RM 356,400🔥🔥Freehold1250 sqftAuction: 08-Oct-2019 (Tue)*Non bumi lot» Click to show Spoiler - click again to hide... «","Dec 4 2019, 02:37 PM"
169,Oasis 2 @Kajang Mutiara Heights,pinnacle999,Any news on flyover / shortcut to silk/evke highway? Or just rumour?,"Dec 4 2019, 07:08 PM"
170,Oasis 2 @Kajang Mutiara Heights,WahBiang,I was quoted 500k+ last time...,"May 29 2020, 02:09 AM"
