,thread_name,username,post_content,posted_at
110,THE CLIO RESIDENCE @ IOI RESORT CITY ,xyyap,"Saw it many times, the progress is quite good","Feb 26 2014, 06:52 PM"
111,THE CLIO RESIDENCE @ IOI RESORT CITY ,enkil,Another big mall. Wow! So many retailers competing. I havent even finish visiting all the current ones,"Feb 26 2014, 06:52 PM"
112,THE CLIO RESIDENCE @ IOI RESORT CITY ,lamode,can't wait to see the ice skating rink,"Feb 27 2014, 02:39 PM"
113,THE CLIO RESIDENCE @ IOI RESORT CITY ,CMW123,Saw the actual site...hoarding upVery far from the mall...attraction points drop,"Mar 28 2014, 11:29 AM"
114,THE CLIO RESIDENCE @ IOI RESORT CITY ,TSaccetera,"I was trying to convey this earlier about the location, but they say driving car is still considered nearby","Mar 30 2014, 11:21 AM"
115,THE CLIO RESIDENCE @ IOI RESORT CITY ,Soros007,"If within walking distance, you think they will sell the unit this dirt cheap? By the time shopping mall is mature, the condo next to it could be selling Rm1000 psf lor.quote=accetera,Feb 26 2014, 06:09 PM]I was trying to convey this earlier about the location, but they say driving car is still considered nearby[/quote]","Mar 30 2014, 12:06 PM"
116,THE CLIO RESIDENCE @ IOI RESORT CITY ,Soros007,"If within walking distance, you think they will sell the unit this dirt cheap? By the time shopping mall is mature, the condo next to it could be selling Rm1000 psf lor.quote=accetera,Feb 26 2014, 06:09 PM]I was trying to convey this earlier about the location, but they say driving car is still considered nearby[/quote]","Mar 30 2014, 12:52 PM"
117,THE CLIO RESIDENCE @ IOI RESORT CITY ,leelee1988,"asked the sales person the clio residence will be the furthest among the service apartment/condo.the advertisement fencing that currently beside the road towards putrajaya is not the exact side of the clio residence, the actual side is further inside near to the hospital serdang side.in future there will be another two condo tower and another service apartment beside clio residence.From that he told mefuture planed serviced apartment somewhere behind palm garden hotel will be the nearest to the ioi city mallsecond will be the puteri plama condominiumthird will be two block of condo opposite the to the palm garden club house but will be slightly near to the high tension electrical cable.last will be the clio residence.What mention above may be change that what the sale person told me, cause the ioi city mall surrounding will be alot of new project by ioi coming up.","Mar 30 2014, 04:47 PM"
118,THE CLIO RESIDENCE @ IOI RESORT CITY ,VT7,"Why insisted on ""walking"" to the mall, do you go to the mall everyday? and say if it's just 500m away from the mall, will you carry your groceries and walk all the way home or worst still the malaysian style, pushing the trolley all the way home? Unless we are comparing with services apartment built on top of the mall like Empire Subang etc otherwise it makes no differences. And I doubt they are planning to bulid any. If they really do, maybe like Soros say, RM1000/sf.The Clio is located opposite at the other parcel of development across the putrajaya gate1 highway (sounds far, yea) and Puteri Palma Condo is ""behind"" the mall (sounds much nearer right?), behind is not one road across but a 18 holes golf course. Figure out the difference and the walking distance. Tips: you are never allowed to cross the fencing and walk on the course, no bridge, no tunnel.On the other side, the site under construction now should be a mixed development having shop lots and service apartment; the clio is just adjacent to it. Take example for puchong residents and working people, do you think they will patrol the shop lots at puchong jaya / bandar puteri more of will they prefer IOI mall on daily basis? So, who is further now? The Clio or the upcoming one behind palm garden hotel?Forget about the distance, look into the product. If you want smaller size unit and more affordable purchase, clio is offering 850sf units at RM600/sf on average, counts up to be from RM500k onwards compare to the future one, if i'm not mistaken those will range above 1,000 sf. and definitely higher price say RM700? Totally different entry level.All in all, either product there are still within IOI Resort City and still good products and is depending on individual buying purposes, if for investment I personally will prefer the clio for its size, lower entry price = higher growth potential or the development next to it currently under construction. Unless if you are those considering to buy for own stay, want low density, privacy and more resort living experience like Puteri Palma Condo and you missed the boat, you don't mind waiting for the future development next to it or surrounding there despite the higher price and the bigger built up will be more suitable for own stay.","Mar 30 2014, 07:48 PM"
119,THE CLIO RESIDENCE @ IOI RESORT CITY ,vinctan88,"""A sneak peek to our upcoming development, Clio Residences in IOI Resort City! Located within arms reach to the upcoming IOI City Mall and excellent accessibility via SKVE with links to NSE, LDP, SILK and MEX highway. Expected launching is in 3Q 2014. To register, email us at property.marketingIRC@ioigroup.com or call +603 8947 8899 for enquiries. #clio #ioiresortcity #putrajaya"" IOI Properties FB Page","Mar 30 2014, 08:02 PM"
120,THE CLIO RESIDENCE @ IOI RESORT CITY ,rongfu,when this mall open ?,"Mar 31 2014, 12:20 AM"
121,THE CLIO RESIDENCE @ IOI RESORT CITY ,tmdsad,Very good info. Thanks,"Mar 31 2014, 12:47 AM"
122,THE CLIO RESIDENCE @ IOI RESORT CITY ,CMW123,"2014. By the time Clio vp, the mall will be very mature alredi","Mar 31 2014, 09:26 AM"
123,THE CLIO RESIDENCE @ IOI RESORT CITY ,vinctan88,"The grand opening is targeting at end-2014 and currently >80% tenantedThe hotel and offices attached should have started operation too, and maybe second phase of the mall is half way to completion or even completed","Mar 31 2014, 04:20 PM"
124,THE CLIO RESIDENCE @ IOI RESORT CITY ,CMW123,There is a second phase?What is the lettable sf of the 1st phase n for 2nd phase?,"Mar 31 2014, 04:28 PM"
125,THE CLIO RESIDENCE @ IOI RESORT CITY ,tikaram,Ioi have very big land here. I am very sure this developer going to built very good clio and set a standard in ioi land here.,"Apr 1 2014, 01:59 PM"
126,THE CLIO RESIDENCE @ IOI RESORT CITY ,babygrand123,Waiting for the grand opening shopping mall !!!!!!!!!!! and be careful on the AES camera !!!!,"Apr 1 2014, 02:05 PM"
127,THE CLIO RESIDENCE @ IOI RESORT CITY ,nkhong,600 psf is kind of expensive for this part of town. Can go or not ah?,"Apr 2 2014, 01:05 AM"
128,THE CLIO RESIDENCE @ IOI RESORT CITY ,Kvsual,Can't wait for this new mall opens too so near to kajang =D,"Apr 2 2014, 01:18 AM"
129,THE CLIO RESIDENCE @ IOI RESORT CITY ,VT7,"so near to putrajaya, cyberjaya, bangi, sepang & puchong south","Apr 2 2014, 09:39 AM"
130,THE CLIO RESIDENCE @ IOI RESORT CITY ,Kvsual,"Lol, near to puchong also geh for 20mins?","Apr 2 2014, 09:51 AM"
131,THE CLIO RESIDENCE @ IOI RESORT CITY ,vinctan88,"IOI Properties Showcase @ IOI Mall will be show casing the township in klang valley. Hope more info will be revealed on The Clio residencesOn-going projects:Puchong - SkyPod Square (commercial), Puteri Hills, Parc Ville and Skyz Residence (open for registration)16 Sierra - Sierra Centro 1 (shop lot) open for registration, Akira semi-d, La Thea residencesIOI Resort - The Clio Residences (open for registration)Klang - terrace houses, semi-d shop offices and 2 storey shop officeBangi - terrace house, shop lots, service apartments all open for registrationSepang - terrace houses open for registration""Our annual showcase is back again this year happening in April. Don't miss out great promotion deals and get information on our upcoming projects. Come visit us in IOI Mall where we showcase all our properties in one prime location. Look out for our best deals: Enjoy up to 24 months 0% interest credit card installments with your property purchase with us. Visit www.ioiproperties.com.my/showcase or stay tune here for more information! #ioipshowcase #ioimall #puchong #ioiproperties"" https://www.facebook.com/ioiproperties","Apr 3 2014, 10:24 AM"
132,THE CLIO RESIDENCE @ IOI RESORT CITY ,CMW123,Looks like this upcoming mall will outshine all the malls in this area including all those under planning in Cyberjaya,"Apr 3 2014, 03:49 PM"
133,THE CLIO RESIDENCE @ IOI RESORT CITY ,tikaram,Agree. It is talk of the town in kajang now.,"Apr 10 2014, 12:15 PM"
134,THE CLIO RESIDENCE @ IOI RESORT CITY ,HELLO HELLO,Recent condo by ioi after the stupid skypod. Seriously look sibeh good!!!,"Apr 10 2014, 01:02 PM"
135,THE CLIO RESIDENCE @ IOI RESORT CITY ,CMW123,What's wrong with skypod?,"Apr 12 2014, 08:55 AM"
136,THE CLIO RESIDENCE @ IOI RESORT CITY ,puchongite,Perhaps people think the design is very conventional and non-attractive but yet selling like hot cakes ?,"Apr 12 2014, 11:21 AM"
137,THE CLIO RESIDENCE @ IOI RESORT CITY ,vinctan88,This is because it's Puchong. One of the top 3 hot spot in klang valley.,"Apr 12 2014, 03:47 PM"
138,THE CLIO RESIDENCE @ IOI RESORT CITY ,HELLO HELLO,skypod sibeh lousy looking. after skypod. others new 1 include this 1 look not bad.but ioi developer can boh? any impressive condo project they had completed? i know they sibeh rich.,"Apr 12 2014, 06:42 PM"
139,THE CLIO RESIDENCE @ IOI RESORT CITY ,VT7,"sibeh lousy but almost fully sold. I called last year and the SA told me only 2 more units of the 1 bedroom size left. ioi property buyers are mostly buying for it's VALUE being a township developer just like puchong even it's already matured but the price and demand keep rising. location, price, size & dev. reputation > design and their cashflow is the king! that's the confident they gave to the buyers.speaking of design, the recent project seriously impressive especially those in JB and Singapore like seascape, south beach and the recent puteri hills, pfcc in puchong and the ioi city mall. only if you can afford them","Apr 14 2014, 02:27 PM"
140,THE CLIO RESIDENCE @ IOI RESORT CITY ,CMW123,"which spot top 3Puchong East, Puchong South and Puchong West","Apr 14 2014, 03:06 PM"
141,THE CLIO RESIDENCE @ IOI RESORT CITY ,puchongite,"Puchong East, Puchong South and Puchong West Should be 5 then,Puchong East, West, South, North, Central.","Apr 14 2014, 03:20 PM"
142,THE CLIO RESIDENCE @ IOI RESORT CITY ,vinctan88,"which spot top 3PJ, Puchong and Ara Damansara","Apr 14 2014, 03:24 PM"
143,THE CLIO RESIDENCE @ IOI RESORT CITY ,puchongite,"PJ, Puchong and Ara DamansaraSyoik sendiri type of classification.It's not SIRIM approved.","Apr 14 2014, 10:04 PM"
144,THE CLIO RESIDENCE @ IOI RESORT CITY ,vinctan88,,"Apr 22 2014, 05:24 PM"
145,THE CLIO RESIDENCE @ IOI RESORT CITY ,TSaccetera,PJ is no doubt always one of the top 3 since it is most strategic to most WORKING PLACES.,"Apr 22 2014, 10:14 PM"
146,THE CLIO RESIDENCE @ IOI RESORT CITY ,vinctan88,"ic ic, you mean MK, Desa Park, D'sara Height, and Bangsar isn't hot spot Is hot... wangsa maju, cheras, cyberjaya all are hot spot but we are referring to TOP 3... the HOTTEST among ...","Apr 22 2014, 10:44 PM"
147,THE CLIO RESIDENCE @ IOI RESORT CITY ,puchongite,"Is hot... wangsa maju, cheras, cyberjaya all are hot spot but we are referring to TOP 3... the HOTTEST among ... Top 3, what is your basis ?","Apr 22 2014, 10:48 PM"
148,THE CLIO RESIDENCE @ IOI RESORT CITY ,vinctan88,"Top 3, what is your basis ?Haiyo.. y ask me? didn't i just posted above that this is a survey report from iProperty? I'm just sharing the info and i'm just answering to why puchong properties are selling like hot cakes @@","Apr 23 2014, 09:48 AM"
149,THE CLIO RESIDENCE @ IOI RESORT CITY ,puchongite,Haiyo.. y ask me? didn't i just posted above that this is a survey report from iProperty? I'm just sharing the info and i'm just answering to why puchong properties are selling like hot cakes @@Since when you mentioned it was a survey from Iprop ?,"Apr 23 2014, 02:20 PM"
150,THE CLIO RESIDENCE @ IOI RESORT CITY ,TSaccetera,Puchong people first priority is to buy Puchong.Understanding that is vital. PTLM will be giving a talk at IOI Properties Showcase in IOI Mall Puchong this Saturday 2PM.,"Apr 23 2014, 09:14 PM"
151,THE CLIO RESIDENCE @ IOI RESORT CITY ,sunrisecollector,Clio is a joint venture project with a taiwanese developer?,"Apr 23 2014, 09:20 PM"
152,THE CLIO RESIDENCE @ IOI RESORT CITY ,TSaccetera,"Clio is a joint venture project with a taiwanese developer?Either China or Taiwan... starts with ""D"" if not mistaken.","Apr 23 2014, 10:01 PM"
153,THE CLIO RESIDENCE @ IOI RESORT CITY ,eco_supporter,"is taiwan, i went IOI properties show, one of the taiwanese serve me and told me that. he mention their track record was Taipei 101 and blah blah blah.","Apr 23 2014, 10:47 PM"
154,THE CLIO RESIDENCE @ IOI RESORT CITY ,TSaccetera,"is taiwan, i went IOI properties show, one of the taiwanese serve me and told me that. he mention their track record was Taipei 101 and blah blah blah.cool to hear that!","Apr 24 2014, 11:25 AM"
155,THE CLIO RESIDENCE @ IOI RESORT CITY ,vinctan88,"The company is Dacin Construction Co. Ltd, top 3 construction companies in Taiwan. Do they involve in Taipei 101? I know one of their proud project is Taiwan Pavilion Shanghai Expo 2010, completed in just 199 days and another of their project in Taiwan named ""Wen Hua Yuan"" was listed as world top 10 most luxurious homes by Sotheby’s International Realty in year 2013.","Apr 25 2014, 05:56 PM"
156,THE CLIO RESIDENCE @ IOI RESORT CITY ,Nidz,"Based from the IOI Property Showcase, the SA told me that this project will launch somewhere between July-September. Price range is between 500k to 800k for 850sqft to 1300sqft. I thought that this will be a good buy. What do you guys think?","May 2 2014, 11:59 AM"
157,THE CLIO RESIDENCE @ IOI RESORT CITY ,CMW123,"The company is Dacin Construction Co. Ltd, top 3 construction companies in Taiwan. Do they involve in Taipei 101? I know one of their proud project is Taiwan Pavilion Shanghai Expo 2010, completed in just 199 days and another of their project in Taiwan named ""Wen Hua Yuan"" was listed as world top 10 most luxurious homes by Sotheby’s International Realty in year 2013.Any idea what is the objectives of IOI JV with the Taiwanese?","May 2 2014, 12:13 PM"
158,THE CLIO RESIDENCE @ IOI RESORT CITY ,puchongite,Any idea what is the objectives of IOI JV with the Taiwanese?沾光沾光嘛，maybe next time can sell to taiwanese or mainlanders.,"May 2 2014, 02:23 PM"
159,THE CLIO RESIDENCE @ IOI RESORT CITY ,CMW123,"沾光沾光嘛，maybe next time can sell to taiwanese or mainlanders.as MM2H since near to golf course, hospital n mall","May 3 2014, 12:05 PM"
160,THE CLIO RESIDENCE @ IOI RESORT CITY ,rongfu,"IOI pay $$ to Taiwan contrator to rush the Mall, must open in year Dec 2014,,NO JV","May 6 2014, 11:09 PM"
161,THE CLIO RESIDENCE @ IOI RESORT CITY ,eco_supporter,heard all unit facing the golf,"May 8 2014, 05:15 PM"
162,THE CLIO RESIDENCE @ IOI RESORT CITY ,blackfuzzy,"Actually, I believe CMW was referring to the Clio Residence - which is a JV. Not the mall.","May 8 2014, 05:20 PM"
163,THE CLIO RESIDENCE @ IOI RESORT CITY ,TSaccetera,The mall has no foreign party involved. Contractors are famous local boys - Al Ambia and HAB and another one.,"May 12 2014, 04:44 PM"
164,THE CLIO RESIDENCE @ IOI RESORT CITY ,sunrisecollector,it's a nice area with lots of green ... but i doubt it will be as peaceful as now when the mall is open (since it's quite a big mall),"May 13 2014, 01:12 AM"
165,THE CLIO RESIDENCE @ IOI RESORT CITY ,Nidz,"if you go and see the site, this condo will not be directly affected by the traffics to the mall. this is because it is located roughly 1km further from the mall. there will be a direct access from the highway to the ioi resort city, so yes, the traffic around puteri palma, marriot, palm garden hotel will be slightly affected.However, there is a direct access road from the mall to the condo area but this is opposite from the highway access.","May 14 2014, 04:43 PM"
166,THE CLIO RESIDENCE @ IOI RESORT CITY ,CharmaineLee80,will MRT has a stop here?I know Uni TNB there will have one station.. but phase 2 ...,"May 14 2014, 05:11 PM"
167,THE CLIO RESIDENCE @ IOI RESORT CITY ,Nidz,nope. he's referring to Dacin Construction. IOI JV partner for this project.,"May 14 2014, 05:22 PM"
168,THE CLIO RESIDENCE @ IOI RESORT CITY ,MNet,how much best price?,"May 14 2014, 10:08 PM"
169,THE CLIO RESIDENCE @ IOI RESORT CITY ,Ampelfrau,Heard Clio is a service residence. Wouldn't the higher maintenance fees psf and commercial rate for Electricity and Water be a set back?,"May 14 2014, 10:52 PM"
170,THE CLIO RESIDENCE @ IOI RESORT CITY ,MNet,yep u are rightas always their sales pitch is they will convert to residential but ask when the ETA. they cannot tell,"May 16 2014, 12:31 PM"
171,THE CLIO RESIDENCE @ IOI RESORT CITY ,spikyz,"nidz, this is quite near to my place liao. haha presint 14 putrajaya.","May 21 2014, 09:51 AM"
172,THE CLIO RESIDENCE @ IOI RESORT CITY ,Stephanie_x,any update of the psf price?,"May 21 2014, 10:16 AM"
173,THE CLIO RESIDENCE @ IOI RESORT CITY ,vinctan88,,"May 21 2014, 12:51 PM"
174,THE CLIO RESIDENCE @ IOI RESORT CITY ,nkhong,So cheap? 600psf onli ....,"May 21 2014, 01:35 PM"
175,THE CLIO RESIDENCE @ IOI RESORT CITY ,puchongite,"Pay RM7000 to get VIP-style booking ( 2 days before launch, so can choose your choice units ).If already made up the mind to book, can go for this.If haven't made up the mind, RM7000 might be telan bulat-bulat by IOI.","May 21 2014, 02:58 PM"
176,THE CLIO RESIDENCE @ IOI RESORT CITY ,CMW123,How much psf u expecting n why?,"May 21 2014, 06:26 PM"
177,THE CLIO RESIDENCE @ IOI RESORT CITY ,nkhong,"http://www.iproperty.com.my/propertylistin...ominium-forsalePuteri Palma already asking 700psf, this new condominium should at least 800 psf.","May 21 2014, 08:06 PM"
178,THE CLIO RESIDENCE @ IOI RESORT CITY ,VT7,"Lol, from that picture that unit at least 1400-1500 sq. ft. so is about 550-600psf and fully furnished. Never believe in agents posting. Where got tennis court, where got squash court, wat kind of business centre? and that unit is definitely not a corner lot @@ and worst, ""Gold Club Life Membership"".","May 21 2014, 10:34 PM"
179,THE CLIO RESIDENCE @ IOI RESORT CITY ,Stephanie_x,"May I know what is the sales package that this project gonna be offer?Such as.... SPA Fee legal fee, MOT .. etcAny discount/ rebates to be offer?Any news abt how much is the booking fee?Most important still.... WHEN is the launching date?","May 22 2014, 01:51 AM"
180,THE CLIO RESIDENCE @ IOI RESORT CITY ,vinctan88,"Refer to IOI existing project and previous launches, normally developer will cover the SPA legal fee since they will be using their appointed lawyer. Easy Payment scheme maybe for your 10% down payment and differential sum if you loan is less than 90%? Booking fee normally 8-10k if take La Thea @ 16 Sierra for reference (the similar price range project)You can buy the property vouchers, enjoy additional discount up to 6k and you get to choose the unit before the other registrants without the vouchersTargeting launch around July / Aug this year.","May 22 2014, 01:54 AM"
181,THE CLIO RESIDENCE @ IOI RESORT CITY ,jepakazoid_82,"How much the cheapest unit? My friend is considering this place for own stay. Kindly advise if the location, location and location is suitable for own stay.","May 22 2014, 03:38 PM"
182,THE CLIO RESIDENCE @ IOI RESORT CITY ,vinctan88,"Indicative price at RM600/sf. Available sizes of 872, 1,012, 1,151 & 1,410 sf. For own stay, bigger sizes will be more suitable ie 1,151 sf. will be around RM700k +/- depend on the floor level too.You can send in your enquiries to property.marketingirc@ioigroup.com or via their FB page - IOI Properties Berhad. They will send you the detailed plans.","May 22 2014, 03:47 PM"
183,THE CLIO RESIDENCE @ IOI RESORT CITY ,jepakazoid_82,Thanks bro for the info. Just wondering RM 600 psf is before or after discount?,"May 22 2014, 03:50 PM"
184,THE CLIO RESIDENCE @ IOI RESORT CITY ,CharmaineLee80,872sf * RM600/sf => ~RM523200.any discount? and easy payment is 0% installment for the down-payment?,"May 22 2014, 03:51 PM"
185,THE CLIO RESIDENCE @ IOI RESORT CITY ,leelee1988,Got this news letter from ioi.Puteri palma penthouse for sale only rm 452 persquare feet promotion discount 3% valid till end of this months.Anyone interestedwe can share the referer fee..http://sendgrid.com/wf/webmail?rp=ZTI1bGQz...URReE5qUTROVEo5,"May 22 2014, 03:53 PM"
186,THE CLIO RESIDENCE @ IOI RESORT CITY ,MNet,1.1mil so exp with these kind of design,"May 22 2014, 08:41 PM"
187,THE CLIO RESIDENCE @ IOI RESORT CITY ,Nidz,"location, location, location is normally use for investment decisions. for own stay, anywhere is a good place to stay, according to their own needs.i personally prefer this project because it is nearby to my workplace, my parents house as well as very near to the shopping mall. I am a cinema kaki, so this is a very good advantage as well.","May 22 2014, 09:01 PM"
188,THE CLIO RESIDENCE @ IOI RESORT CITY ,Stephanie_x,Hello.. may I know how is this easy payment of the 10% works ?,"May 22 2014, 09:37 PM"
189,THE CLIO RESIDENCE @ IOI RESORT CITY ,Stephanie_x,"Hmm.... Nidz, what's your opinion of this clips location, location and location ?? Will it be a wise choice for investment ?","May 23 2014, 11:20 AM"
190,THE CLIO RESIDENCE @ IOI RESORT CITY ,vinctan88,"That should be the indicative price for the mid-floors unit, subject to the build up area too. Generally, bigger the built up area, lower the psf $.The promotion / payment package not finalized yet. Normally will inform when closer to the launch say few days or 1 week before?If refer to IOI existing project, this easy payment scheme allows you to deferred your down payment ie 10% / differential sum up to 18 months instead of paying full 10% upon signing SPA. But if IOI will adopt the same scheme for The Clio is still unknownI will say buy for its township development. The IOI City Mall, Offices, Hotel, High-end bungalows and retail outlets, township with golf course etc. And in terms of south klang valley, this is somewhere the center point between Kajang, Bangi, Sepang, Puchong South, Serdang / Seri Kembangan, Dengkil, Cyberjaya and Putrajaya.","May 24 2014, 03:02 AM"
191,THE CLIO RESIDENCE @ IOI RESORT CITY ,jepakazoid_82,I didnt use this strategy when Im buying the property im currently staying in. Now I regretted this decision. No public transport. No good hospital. No night life. Ive learned my lesson the hard way.,"May 24 2014, 07:04 AM"
192,THE CLIO RESIDENCE @ IOI RESORT CITY ,Stephanie_x,do u mind to share where is the location?,"May 24 2014, 08:49 AM"
193,THE CLIO RESIDENCE @ IOI RESORT CITY ,Stephanie_x,"thanks @vintan88..wish there will be rebates, freebies","May 24 2014, 12:39 PM"
194,THE CLIO RESIDENCE @ IOI RESORT CITY ,jepakazoid_82,I can tell you the location over a cup of coffee perhaps?,"May 24 2014, 12:41 PM"
195,THE CLIO RESIDENCE @ IOI RESORT CITY ,Nidz,"Since I am planning to buy this project for own stay, I do not know whether it will be a wise decision for investment.But, from my observation, let's say that I decided to stay in another place when this project is finally finished. I don't think that I will have trouble in selling this unit or renting it out. My points are:1) By the time this project is completed, the shopping mall will already be in full swing. Seeing the current trends in property near shopping malls which I am familiar with, (Empire Subang, Setiawalk Puchong), this project is better located and the mall is really huge!! Biggest GSC cinema, bowling alleys, ice skating rink... and aside from the office towers, they are already planning the second phase of the mall. The total mall size will be 2.2 million sqft net lettable area. As a comparison, Mid Valley is 1.7 mil and Pavillion is 1.4 mil (Same size of the first phase of IOI City Mall).2) This project is the newest residential project in that township. The existing Puteri Palma was already sold out (except for their penthouse) and currently fetching a good rental rate at rm2k - rm3k. The buyer of this project will have the advantage of first mover in this township. Provided that all things stay the same and the property bubble doesn't burst, the developer will almost always increase the selling price of the next phase development in that township. So, I can say that these first mover will have the cost advantage of their units.3) Traffic wise, I don't think it would become a major problem even if the mall is in full swing. The reason being, IOI will be planning their traffic route in this township very carefully. I say this because this area is their HQ, and Tan Sri also lives there, in the Diamond Hill.This is my current analysis for choosing this project for my own stay. Investment wise, I really don't know how it will be in the future, but currently the signs are good. But of course, further analysis is needed.Just my 2 cents","May 24 2014, 12:46 PM"
196,THE CLIO RESIDENCE @ IOI RESORT CITY ,TSaccetera,Malaysia's only Olympic-sized ice skating rink will be located in IOI City Mall.,"May 24 2014, 01:33 PM"
197,THE CLIO RESIDENCE @ IOI RESORT CITY ,CMW123,The one in sunway pyramid is how many % equivalent of a Olympic sized one?,"May 24 2014, 02:53 PM"
198,THE CLIO RESIDENCE @ IOI RESORT CITY ,vinctan88,Sunway Pyramid Ice Skating RinkOlympic Size Ice Skating RinkYour imagination,"May 24 2014, 05:53 PM"
199,THE CLIO RESIDENCE @ IOI RESORT CITY ,enkil,Haha.. maybe Pyramid slightly smaller,"May 24 2014, 06:28 PM"
200,THE CLIO RESIDENCE @ IOI RESORT CITY ,nkhong,"Hi taiko, since u work near this place,Any idea who is target tenants if wanna rent out? Or any idea who are puteri palma current tenants? Easily rent out?","May 24 2014, 07:35 PM"
201,THE CLIO RESIDENCE @ IOI RESORT CITY ,CMW123,"Last I visited, puteri Palma seems have many vacant units n the carpark also has many vacant baysThere are some Koreans staying there tooThe new mall should bring in more peopleIOI advertised in the Star yesterday to sell their unsold penthouse","May 24 2014, 07:48 PM"
202,THE CLIO RESIDENCE @ IOI RESORT CITY ,puchongite,The vacant units are unsold or sold ?,"May 24 2014, 10:14 PM"
203,THE CLIO RESIDENCE @ IOI RESORT CITY ,CMW123,Sold,"May 24 2014, 10:29 PM"
204,THE CLIO RESIDENCE @ IOI RESORT CITY ,jepakazoid_82,How much is the rental rate there?,"May 24 2014, 11:50 PM"
205,THE CLIO RESIDENCE @ IOI RESORT CITY ,CMW123,"Hardly find any listing even in iproperty, seems like the sub sale transactions are pretty inactive","May 30 2014, 03:08 PM"
206,THE CLIO RESIDENCE @ IOI RESORT CITY ,CaptainCool,"I have to disagree with that.i was looking for 1 around 1 year ago,the price was around 530k for 1200 sqft if I not mistaken. That was for the oldest phase. Seems like the rental there is good that it can cover installments that's why no 1 willing to let go now,while waiting for further appreciation because of the mall.","May 30 2014, 03:51 PM"
207,THE CLIO RESIDENCE @ IOI RESORT CITY ,CMW123,"Nobody is selling not mean inactive sub sale meh....At this price and being a decent family size unit, to fetch RM2xxx rental to cover installment is reasonable but did u notice that the whole place is very quiet n many vacant units even for the older phase...so it's good rental yield for units that were able to rent out but there are also many units that could not get tenants as unlikely there are so many owner are not bothered to rent outBelieved that the price should have gone up higher now in view of the mall opening especially this is a very low density project surrounded by a golf course","May 30 2014, 03:54 PM"
208,THE CLIO RESIDENCE @ IOI RESORT CITY ,Nidz,"Honestly, I have no idea who are the target tenants. Since I am buying this for my own stay, I did not consider that factor in my decision.I also don't think this property will attract a lot of tenant now. But once this township is mature, say maybe 5-10 years from now, that will be different situation altogether.","May 30 2014, 09:15 PM"
209,THE CLIO RESIDENCE @ IOI RESORT CITY ,nkhong,"Buy for ownstay easier, within affordable budget, like the location and property just buybuybuy. Buy for investment if cannot rent out in 1 year installment plus maintenance fee very siong.","May 31 2014, 02:02 AM"
210,THE CLIO RESIDENCE @ IOI RESORT CITY ,CaptainCool,"Last time when I wanted to buy there agent told me rental can target universities and hospitals nearby woh. How true is that no one knows,and in the end I also didn't buy.a bit regret actually.hahaha","May 31 2014, 11:51 AM"
211,THE CLIO RESIDENCE @ IOI RESORT CITY ,rachel_xxx,finally found an agent who tells the truth...,"May 31 2014, 12:00 PM"
212,THE CLIO RESIDENCE @ IOI RESORT CITY ,leelee1988,"I own a unit there already rented out for 3 years.. so far dont have any problem looking for tenant..1st year rented to lim kok weng middle east, rm 3300monthly2nd kind of desperate rent it out to african rm2800 pay one year advance3th indian expactrade working in cyberjaya rm 3000 monthlyTarget here mainly expactrade, mostly from cyberjaya and uni student from limkokweng..if u desperate africant will be ur last resort....can rent out anytime..In mine opinion main reason that many empty unit there is all owner all kaya kaya dato and datin. All waiting for the mall ready the sell off.. they dont intend to rent it out anyway or choosy on tenant I dont know..haha2nd is the owners there dont like rent to student and middle eastern people.3th the owners looking for rental like rm 5k or 6k. By saying how much money they put into the id and renovations. In reality how many people can affort that rental. If for investment purpose dont have to renovate untill so luxury..For expactrade in cyberjaya thier company only give rm 3k for them for house rental anything above 3k rental be very hard to look for tenant.Above just mine opinion, I maybe can be wrong..chill...haha","Jun 1 2014, 12:50 AM"
213,THE CLIO RESIDENCE @ IOI RESORT CITY ,CMW123,"Thanks for the good info, rental looks attractive, how much furnishing u provide?","Jun 1 2014, 11:17 AM"
214,THE CLIO RESIDENCE @ IOI RESORT CITY ,leelee1988,Im consider lucky.. just do basic fan and light furnishing only basiclly empty unit when rented out..all the furnishing inside is left by the middle eastern students. Rented out empty but when they move out become fully furnish mine unit..haha,"Jun 1 2014, 10:02 PM"
